id,type,cx,cy,mass,shape,dl_fx,dl_fy,dl_mz,ll_fx,ll_fy,ll_mz
145,mortar,47.1666667,20.0000000,0.2500000,element_145.json,0,0.2500000,0,0.2500000,0,0
146,mortar,48.5000000,20.3333333,0.2500000,element_146.json,0,0.2500000,0,0.2500000,0,0
147,mortar,47.8333333,20.0000000,0.2500000,element_147.json,0,0.2500000,0,0.2500000,0,0
148,mortar,48.1666667,20.0000000,0.2500000,element_148.json,0,0.2500000,0,0.2500000,0,0
149,mortar,49.5000000,20.3333333,0.2500000,element_149.json,0,0.2500000,0,0.2500000,0,0
150,mortar,48.8333333,20.0000000,0.2500000,element_150.json,0,0.2500000,0,0.2500000,0,0
151,mortar,49.1666667,20.0000000,0.2500000,element_151.json,0,0.2500000,0,0.2500000,0,0
152,mortar,50.5000000,20.3333333,0.2500000,element_152.json,0,0.2500000,0,0.2500000,0,0
153,mortar,49.8333333,20.0000000,0.2500000,element_153.json,0,0.2500000,0,0.2500000,0,0
154,mortar,50.1666667,20.0000000,0.2500000,element_154.json,0,0.2500000,0,0.2500000,0,0
155,mortar,51.5000000,20.3333333,0.2500000,element_155.json,0,0.2500000,0,0.2500000,0,0
156,mortar,50.8333333,20.0000000,0.2500000,element_156.json,0,0.2500000,0,0.2500000,0,0
157,mortar,51.1666667,20.0000000,0.2500000,element_157.json,0,0.2500000,0,0.2500000,0,0
158,mortar,52.5000000,20.3333333,0.2500000,element_158.json,0,0.2500000,0,0.2500000,0,0
159,mortar,51.8333333,20.0000000,0.2500000,element_159.json,0,0.2500000,0,0.2500000,0,0
160,mortar,52.1666667,20.0000000,0.2500000,element_160.json,0,0.2500000,0,0.2500000,0,0
161,mortar,53.5000000,20.3333333,0.2500000,element_161.json,0,0.2500000,0,0.2500000,0,0
162,mortar,52.8333333,20.0000000,0.2500000,element_162.json,0,0.2500000,0,0.2500000,0,0
163,mortar,53.1666667,20.0000000,0.2500000,element_163.json,0,0.2500000,0,0.2500000,0,0
164,mortar,54.5000000,20.3333333,0.2500000,element_164.json,0,0.2500000,0,0.2500000,0,0
165,mortar,53.8333333,20.0000000,0.2500000,element_165.json,0,0.2500000,0,0.2500000,0,0
166,mortar,54.1666667,20.0000000,0.2500000,element_166.json,0,0.2500000,0,0.2500000,0,0
167,mortar,55.5000000,20.3333333,0.2500000,element_167.json,0,0.2500000,0,0.2500000,0,0
168,mortar,54.8333333,20.0000000,0.2500000,element_168.json,0,0.2500000,0,0.2500000,0,0
169,mortar,55.1666667,20.0000000,0.2500000,element_169.json,0,0.2500000,0,0.2500000,0,0
170,mortar,56.5000000,20.3333333,0.2500000,element_170.json,0,0.2500000,0,0.2500000,0,0
171,mortar,55.8333333,20.0000000,0.2500000,element_171.json,0,0.2500000,0,0.2500000,0,0
172,mortar,56.1666667,20.0000000,0.2500000,element_172.json,0,0.2500000,0,0.2500000,0,0
173,mortar,57.5000000,20.3333333,0.2500000,element_173.json,0,0.2500000,0,0.2500000,0,0
174,mortar,56.8333333,20.0000000,0.2500000,element_174.json,0,0.2500000,0,0.2500000,0,0
175,mortar,57.1666667,20.0000000,0.2500000,element_175.json,0,0.2500000,0,0.2500000,0,0
176,mortar,58.5000000,20.3333333,0.2500000,element_176.json,0,0.2500000,0,0.2500000,0,0
177,mortar,57.8333333,20.0000000,0.2500000,element_177.json,0,0.2500000,0,0.2500000,0,0
178,mortar,58.1666667,20.0000000,0.2500000,element_178.json,0,0.2500000,0,0.2500000,0,0
179,mortar,59.5000000,20.3333333,0.2500000,element_179.json,0,0.2500000,0,0.2500000,0,0
180,mortar,58.8333333,20.0000000,0.2500000,element_180.json,0,0.2500000,0,0.2500000,0,0
181,mortar,59.1666667,20.0000000,0.2500000,element_181.json,0,0.2500000,0,0.2500000,0,0
182,mortar,60.5000000,20.3333333,0.2500000,element_182.json,0,0.2500000,0,0.2500000,0,0
183,mortar,59.8333333,20.0000000,0.2500000,element_183.json,0,0.2500000,0,0.2500000,0,0
184,mortar,60.1666667,20.0000000,0.2500000,element_184.json,0,0.2500000,0,0.2500000,0,0
185,mortar,61.5000000,20.3333333,0.2500000,element_185.json,0,0.2500000,0,0.2500000,0,0
186,mortar,60.8333333,20.0000000,0.2500000,element_186.json,0,0.2500000,0,0.2500000,0,0
187,mortar,61.1666667,20.0000000,0.2500000,element_187.json,0,0.2500000,0,0.2500000,0,0
188,mortar,62.5000000,20.3333333,0.2500000,element_188.json,0,0.2500000,0,0.2500000,0,0
189,mortar,61.8333333,20.0000000,0.2500000,element_189.json,0,0.2500000,0,0.2500000,0,0
190,mortar,62.1666667,20.0000000,0.2500000,element_190.json,0,0.2500000,0,0.2500000,0,0
191,mortar,63.5000000,20.3333333,0.2500000,element_191.json,0,0.2500000,0,0.2500000,0,0
192,mortar,62.8333333,20.0000000,0.2500000,element_192.json,0,0.2500000,0,0.2500000,0,0
193,mortar,63.1666667,20.0000000,0.2500000,element_193.json,0,0.2500000,0,0.2500000,0,0
194,mortar,64.5000000,20.3333333,0.2500000,element_194.json,0,0.2500000,0,0.2500000,0,0
195,mortar,63.8333333,20.0000000,0.2500000,element_195.json,0,0.2500000,0,0.2500000,0,0
196,mortar,64.1666667,20.0000000,0.2500000,element_196.json,0,0.2500000,0,0.2500000,0,0
197,mortar,65.5000000,20.3333333,0.2500000,element_197.json,0,0.2500000,0,0.2500000,0,0
198,mortar,64.8333333,20.0000000,0.2500000,element_198.json,0,0.2500000,0,0.2500000,0,0
199,mortar,65.1666667,20.0000000,0.2500000,element_199.json,0,0.2500000,0,0.2500000,0,0
200,mortar,66.5000000,20.3333333,0.2500000,element_200.json,0,0.2500000,0,0.2500000,0,0
201,mortar,65.8333333,20.0000000,0.2500000,element_201.json,0,0.2500000,0,0.2500000,0,0
202,mortar,66.1666667,20.0000000,0.2500000,element_202.json,0,0.2500000,0,0.2500000,0,0
203,mortar,67.5000000,20.3333333,0.2500000,element_203.json,0,0.2500000,0,0.2500000,0,0
204,mortar,66.8333333,20.0000000,0.2500000,element_204.json,0,0.2500000,0,0.2500000,0,0
205,mortar,67.1666667,20.0000000,0.2500000,element_205.json,0,0.2500000,0,0.2500000,0,0
206,mortar,68.5000000,20.3333333,0.2500000,element_206.json,0,0.2500000,0,0.2500000,0,0
207,mortar,67.8333333,20.0000000,0.2500000,element_207.json,0,0.2500000,0,0.2500000,0,0
208,mortar,68.1666667,20.0000000,0.2500000,element_208.json,0,0.2500000,0,0.2500000,0,0
209,mortar,69.5000000,20.3333333,0.2500000,element_209.json,0,0.2500000,0,0.2500000,0,0
210,mortar,68.8333333,20.0000000,0.2500000,element_210.json,0,0.2500000,0,0.2500000,0,0
211,mortar,69.1666667,20.0000000,0.2500000,element_211.json,0,0.2500000,0,0.2500000,0,0
212,mortar,70.5000000,20.3333333,0.2500000,element_212.json,0,0.2500000,0,0.2500000,0,0
213,mortar,69.8333333,20.0000000,0.2500000,element_213.json,0,0.2500000,0,0.2500000,0,0
214,mortar,70.1666667,20.0000000,0.2500000,element_214.json,0,0.2500000,0,0.2500000,0,0
215,mortar,71.5000000,20.3333333,0.2500000,element_215.json,0,0.2500000,0,0.2500000,0,0
216,mortar,70.8333333,20.0000000,0.2500000,element_216.json,0,0.2500000,0,0.2500000,0,0
217,mortar,71.1666667,20.0000000,0.2500000,element_217.json,0,0.2500000,0,0.2500000,0,0
218,mortar,72.5000000,20.3333333,0.2500000,element_218.json,0,0.2500000,0,0.2500000,0,0
219,mortar,71.8333333,20.0000000,0.2500000,element_219.json,0,0.2500000,0,0.2500000,0,0
220,mortar,72.1666667,20.0000000,0.2500000,element_220.json,0,0.2500000,0,0.2500000,0,0
221,mortar,73.5000000,20.3333333,0.2500000,element_221.json,0,0.2500000,0,0.2500000,0,0
222,mortar,72.8333333,20.0000000,0.2500000,element_222.json,0,0.2500000,0,0.2500000,0,0
223,mortar,73.1666667,20.0000000,0.2500000,element_223.json,0,0.2500000,0,0.2500000,0,0
224,mortar,74.5000000,20.3333333,0.2500000,element_224.json,0,0.2500000,0,0.2500000,0,0
225,mortar,73.8333333,20.0000000,0.2500000,element_225.json,0,0.2500000,0,0.2500000,0,0
226,mortar,74.1666667,20.0000000,0.2500000,element_226.json,0,0.2500000,0,0.2500000,0,0
227,mortar,75.5000000,20.3333333,0.2500000,element_227.json,0,0.2500000,0,0.2500000,0,0
228,mortar,74.8333333,20.0000000,0.2500000,element_228.json,0,0.2500000,0,0.2500000,0,0
229,mortar,75.1666667,20.0000000,0.2500000,element_229.json,0,0.2500000,0,0.2500000,0,0
230,mortar,76.5000000,20.3333333,0.2500000,element_230.json,0,0.2500000,0,0.2500000,0,0
231,mortar,75.8333333,20.0000000,0.2500000,element_231.json,0,0.2500000,0,0.2500000,0,0
232,mortar,76.1666667,20.0000000,0.2500000,element_232.json,0,0.2500000,0,0.2500000,0,0
233,mortar,77.5000000,20.3333333,0.2500000,element_233.json,0,0.2500000,0,0.2500000,0,0
234,mortar,76.8333333,20.0000000,0.2500000,element_234.json,0,0.2500000,0,0.2500000,0,0
235,mortar,77.1666667,20.0000000,0.2500000,element_235.json,0,0.2500000,0,0.2500000,0,0
236,mortar,78.5000000,20.3333333,0.2500000,element_236.json,0,0.2500000,0,0.2500000,0,0
237,mortar,77.8333333,20.0000000,0.2500000,element_237.json,0,0.2500000,0,0.2500000,0,0
238,mortar,78.1666667,20.0000000,0.2500000,element_238.json,0,0.2500000,0,0.2500000,0,0
239,mortar,79.5000000,20.3333333,0.2500000,element_239.json,0,0.2500000,0,0.2500000,0,0
240,mortar,78.8333333,20.0000000,0.2500000,element_240.json,0,0.2500000,0,0.2500000,0,0
241,mortar,79.1666667,20.0000000,0.2500000,element_241.json,0,0.2500000,0,0.2500000,0,0
242,mortar,80.5000000,20.3333333,0.2500000,element_242.json,0,0.2500000,0,0.2500000,0,0
243,mortar,79.8333333,20.0000000,0.2500000,element_243.json,0,0.2500000,0,0.2500000,0,0
244,mortar,80.1666667,20.0000000,0.2500000,element_244.json,0,0.2500000,0,0.2500000,0,0
245,mortar,81.5000000,20.3333333,0.2500000,element_245.json,0,0.2500000,0,0.2500000,0,0
246,mortar,80.8333333,20.0000000,0.2500000,element_246.json,0,0.2500000,0,0.2500000,0,0
247,mortar,81.1666667,20.0000000,0.2500000,element_247.json,0,0.2500000,0,0.2500000,0,0
248,mortar,82.5000000,20.3333333,0.2500000,element_248.json,0,0.2500000,0,0.2500000,0,0
249,mortar,81.8333333,20.0000000,0.2500000,element_249.json,0,0.2500000,0,0.2500000,0,0
250,mortar,82.1666667,20.0000000,0.2500000,element_250.json,0,0.2500000,0,0.2500000,0,0
251,mortar,83.5000000,20.3333333,0.2500000,element_251.json,0,0.2500000,0,0.2500000,0,0
252,mortar,82.8333333,20.0000000,0.2500000,element_252.json,0,0.2500000,0,0.2500000,0,0
253,mortar,83.1666667,20.0000000,0.2500000,element_253.json,0,0.2500000,0,0.2500000,0,0
254,mortar,84.5000000,20.3333333,0.2500000,element_254.json,0,0.2500000,0,0.2500000,0,0
255,mortar,83.8333333,20.0000000,0.2500000,element_255.json,0,0.2500000,0,0.2500000,0,0
256,mortar,84.1666667,20.0000000,0.2500000,element_256.json,0,0.2500000,0,0.2500000,0,0
257,mortar,85.5000000,20.3333333,0.2500000,element_257.json,0,0.2500000,0,0.2500000,0,0
258,mortar,84.8333333,20.0000000,0.2500000,element_258.json,0,0.2500000,0,0.2500000,0,0
259,mortar,85.1666667,20.0000000,0.2500000,element_259.json,0,0.2500000,0,0.2500000,0,0
260,mortar,86.5000000,20.3333333,0.2500000,element_260.json,0,0.2500000,0,0.2500000,0,0
261,mortar,85.8333333,20.0000000,0.2500000,element_261.json,0,0.2500000,0,0.2500000,0,0
262,mortar,86.1666667,20.0000000,0.2500000,element_262.json,0,0.2500000,0,0.2500000,0,0
263,mortar,87.5000000,20.3333333,0.2500000,element_263.json,0,0.2500000,0,0.2500000,0,0
264,mortar,86.8333333,20.0000000,0.2500000,element_264.json,0,0.2500000,0,0.2500000,0,0
265,mortar,87.1666667,20.0000000,0.2500000,element_265.json,0,0.2500000,0,0.2500000,0,0
266,mortar,88.5000000,20.3333333,0.2500000,element_266.json,0,0.2500000,0,0.2500000,0,0
267,mortar,87.8333333,20.0000000,0.2500000,element_267.json,0,0.2500000,0,0.2500000,0,0
268,mortar,88.1666667,20.0000000,0.2500000,element_268.json,0,0.2500000,0,0.2500000,0,0
269,mortar,89.5000000,20.3333333,0.2500000,element_269.json,0,0.2500000,0,0.2500000,0,0
270,mortar,88.8333333,20.0000000,0.2500000,element_270.json,0,0.2500000,0,0.2500000,0,0
271,mortar,89.1666667,20.0000000,0.2500000,element_271.json,0,0.2500000,0,0.2500000,0,0
272,mortar,90.5000000,20.3333333,0.2500000,element_272.json,0,0.2500000,0,0.2500000,0,0
273,mortar,89.8333333,20.0000000,0.2500000,element_273.json,0,0.2500000,0,0.2500000,0,0
274,mortar,90.1666667,20.0000000,0.2500000,element_274.json,0,0.2500000,0,0.2500000,0,0
275,mortar,91.5000000,20.3333333,0.2500000,element_275.json,0,0.2500000,0,0.2500000,0,0
