id,center,mass,dl,ll,type,displacement,shape_file,contps
1,"[0.049482485778242644, 0.019206216866283234]",0.0002436,"[0, 0.7504000000000001, 0]","[10000.0, 0, 0]",beam,"[3.915123893258869e-05, -1.220395055197931e-05, -0.00023348856868688335]",element_1.json,[]
2,"[0.049538835, 0.0301553398]",0.00028840000000000007,"[0, 0.007355930400000002, 0]","[0, 0, 0]",ground,"[0.0, 0.0, 0.0]",element_2.json,[]
3,"[0.0905795409683941, 0.021248985704666472]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[4.459911481720241e-08, 1.422333264611311e-08, -5.005893583750571e-05]",element_3.json,[]
4,"[0.03057951479811452, 0.021248951827694502]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[2.255837462715965e-07, -3.1110735527506985e-07, -0.0008461216962076611]",element_4.json,[]
5,"[0.010579525559737122, 0.021248927853861482]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[3.203544943720694e-07, -5.114162269413007e-07, -0.0013024431925855512]",element_5.json,[]
6,"[0.020579519012493178, 0.02124894210870495]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[2.737947303312595e-07, -4.122113831030182e-07, -0.0010773759467385914]",element_6.json,[]
7,"[0.05057945959167195, 0.02124896169020962]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.3937261722783103e-08, 1.0326967181904946e-08, -2.173122562784043e-05]",element_7.json,[]
8,"[0.04057957915149811, 0.02124886418399256]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[4.1255218559451947e-07, -6.153546916306985e-07, -0.0015876301086605858]",element_8.json,[]
9,"[0.05942066349469852, 0.021248872602651514]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.8464325118882578e-07, -1.62458644644564e-07, -1.6568749084322093e-05]",element_9.json,[]
10,"[0.08057953735731868, 0.02124898149707105]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[5.2997319523978995e-08, -1.4092393306176304e-08, -6.715039894338056e-05]",element_10.json,[]
11,"[0.0705795338970671, 0.021248976686043648]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[7.608406011563555e-08, -5.220106283515819e-08, -8.572454233034216e-05]",element_11.json,[]
12,"[0.09024823833207568, 0.020872550803535714]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[1.1752676542313043e-06, 5.144685353454716e-07, -0.0010790169970357696]",element_12.json,[]
13,"[0.0802481807138625, 0.02087240851331564]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[1.043669007564512e-06, 1.7308243294657877e-07, -0.0008344411116614519]",element_13.json,[]
14,"[0.010248860948975416, 0.020871760100774336]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[2.144178754240787e-06, -1.0356498437899685e-06, -0.0031975721574972896]",element_14.json,[]
15,"[0.020248844599660146, 0.020871891412898882]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[2.110079926595281e-06, -6.934062732432372e-07, -0.003146077571101237]",element_15.json,[]
16,"[0.05024770950400963, 0.02087205634399883]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[6.686012821845792e-07, 4.248735558522042e-07, -0.0008000150656916794]",element_16.json,[]
17,"[0.030248828751388793, 0.020872023282003837]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[2.06614777277568e-06, -3.604184714534166e-07, -0.0030562100169942577]",element_17.json,[]
18,"[0.040249281452875874, 0.020871605214415615]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[2.8419930777518966e-06, -9.231135851597984e-07, -0.003853297563190933]",element_18.json,[]
19,"[0.059755080209632286, 0.020871840679151557]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[9.906145009881249e-07, -8.818172110367659e-07, -0.0010847092329692117]",element_19.json,[]
20,"[0.0702481238626794, 0.02087226555197023]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[9.409353735608801e-07, -8.42370305727937e-08, -0.000625984498003936]",element_20.json,[]
21,"[0.09075217134502192, 0.01935789235211111]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[3.777006825849663e-05, -3.0137427708100917e-06, -0.0013338223316677904]",element_21.json,[]
22,"[0.08075225149458282, 0.01935699379760217]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[3.7720857052125434e-05, -4.973088520591294e-06, -0.0005395123657966708]",element_22.json,[]
23,"[0.05074269860540361, 0.019356665247448054]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[9.853552124014386e-06, 2.3714304162146492e-06, -0.0027609040564294915]",element_23.json,[]
24,"[0.03074104634067193, 0.019357274332171385]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[7.887600732833674e-06, 1.3923398892858374e-06, -0.003132135519201242]",element_24.json,[]
25,"[0.020740880916914096, 0.019356837002976593]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[7.3581139162665985e-06, 5.154329054971692e-07, -0.0030333804317549014]",element_25.json,[]
26,"[0.04074373315531628, 0.019356088395502607]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[1.1832682938502484e-05, 5.953039670325812e-07, -0.004515587718702799]",element_26.json,[]
27,"[0.010740707152185917, 0.0193564063540658]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[6.796308467131212e-06, -3.747295127935183e-07, -0.0029526097050910313]",element_27.json,[]
28,"[0.05928222711565417, 0.019354719238949585]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[2.7651290125215464e-05, -1.0734326938895726e-05, -0.0029877924849585286]",element_28.json,[]
29,"[0.0707523310130934, 0.019356097263980042]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[3.7032073949785965e-05, -6.469756609006526e-06, 0.00023780800369549196]",element_29.json,[]
30,"[0.06969817773821121, 0.01985277406027104]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[1.878052021897188e-05, -3.3350842038748898e-06, 0.0009757061391437875]",element_30.json,[]
31,"[0.06031960566991798, 0.019852353416130068]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[2.57988322988555e-05, -8.590947152630309e-06, -0.0010666861159716109]",element_31.json,[]
32,"[0.0397032171949412, 0.019850914928356708]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[1.0366011476755747e-05, -2.4250388076491414e-06, -0.005975935089830993]",element_32.json,[]
33,"[0.04969743035500202, 0.01985249556017381]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[3.935757045400558e-06, 1.0860665960086952e-06, -0.0029678777826750704]",element_33.json,[]
34,"[0.029701918791988365, 0.01985172918743374]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[8.347036682523784e-06, -1.5677062018776873e-06, -0.005270631348628835]",element_34.json,[]
35,"[0.00970179640132732, 0.019850869481634947]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[7.739866094671045e-06, -3.1239950947926457e-06, -0.00498988184363313]",element_35.json,[]
36,"[0.019701861619192927, 0.019851292285133583]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[8.073240952732683e-06, -2.3381667692954264e-06, -0.0051418765651819]",element_36.json,[]
37,"[0.0796986223736299, 0.01985312799646767]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[1.6975504292021112e-05, -2.503818490766103e-06, 0.0006850317472254995]",element_37.json,[]
38,"[0.08969907379921646, 0.019853480476805425]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[1.451249299551207e-05, -9.871689523697634e-07, -6.363773000384499e-05]",element_38.json,[]
39,"[0.08185011610092584, 0.019965175632098698]",3.8063550000000005e-08,"[0, 6.721261659000002e-07, 0]","[0, 0, 0]",mortar,"[3.677348550392837e-05, -3.946124104692359e-06, -0.0013372772044610035]",element_39.json,[]
40,"[0.09185001286798412, 0.019966172217785075]",3.8063550000000005e-08,"[0, 6.721261659000002e-07, 0]","[0, 0, 0]",mortar,"[3.645477447328981e-05, -1.4087361258619511e-06, -0.001726918989297897]",element_40.json,[]
41,"[0.051833914694492854, 0.01995889259924051]",3.8063550000000005e-08,"[0, 6.721261659000002e-07, 0]","[0, 0, 0]",mortar,"[2.0490390271814616e-06, 8.509208945908706e-07, -0.001846400383507689]",element_41.json,[]
42,"[0.058173502445019606, 0.019957412868971264]",3.8063550000000005e-08,"[0, 6.721261659000002e-07, 0]","[0, 0, 0]",mortar,"[3.0433431860999972e-06, 5.964250438158519e-07, -0.0011820611678669774]",element_42.json,[]
43,"[0.04183419494778375, 0.01995869947324414]",3.8063550000000005e-08,"[0, 6.721261659000002e-07, 0]","[0, 0, 0]",mortar,"[2.350803918580413e-06, 5.694046975307509e-07, -0.0021287900295272268]",element_43.json,[]
44,"[0.03183345722758647, 0.019958480843461072]",3.8063550000000005e-08,"[0, 6.721261659000002e-07, 0]","[0, 0, 0]",mortar,"[1.3855642106237372e-06, 3.366580631436411e-07, -0.0009748640046677368]",element_44.json,[]
45,"[0.021833418411748903, 0.019958405248528665]",3.8063550000000005e-08,"[0, 6.721261659000002e-07, 0]","[0, 0, 0]",mortar,"[1.2886254764287868e-06, 1.8177265460572537e-07, -0.000992221780813278]",element_45.json,[]
46,"[0.011833378635635165, 0.01995832963799402]",3.8063550000000005e-08,"[0, 6.721261659000002e-07, 0]","[0, 0, 0]",mortar,"[1.1886753812929278e-06, 1.9079833913719275e-08, -0.0010142999152622084]",element_46.json,[]
47,"[0.07185021790227665, 0.019964178296819565]",3.8063550000000005e-08,"[0, 6.721261659000002e-07, 0]","[0, 0, 0]",mortar,"[3.659690456175044e-05, -6.205405883627963e-06, -0.001025027333963739]",element_47.json,[]
48,"[0.029417805485952072, 0.02124369008859549]",5.3504248e-08,"[0, 9.44778011184e-07, 0]","[0, 0, 0]",mortar,"[1.3042730960504897e-06, -2.8591261300140027e-06, -0.004873204782292535]",element_48.json,[]
49,"[0.009417921484646952, 0.021243408570794202]",5.3504248e-08,"[0, 9.44778011184e-07, 0]","[0, 0, 0]",mortar,"[1.65872603836463e-06, -3.343189522625312e-06, -0.005193759111487438]",element_49.json,[]
50,"[0.019417865715787797, 0.021243544052413393]",5.3504248e-08,"[0, 9.44778011184e-07, 0]","[0, 0, 0]",mortar,"[1.4774681948337789e-06, -3.1030719993418195e-06, -0.005055172778310733]",element_50.json,[]
51,"[0.03941816144246765, 0.021243174131439647]",5.3504248e-08,"[0, 9.44778011184e-07, 0]","[0, 0, 0]",mortar,"[2.2792456101569465e-06, -3.8318508890484415e-06, -0.005494486246993726]",element_51.json,[]
52,"[0.06058312877434299, 0.02124521728044972]",5.3504248e-08,"[0, 9.44778011184e-07, 0]","[0, 0, 0]",mortar,"[2.053317391329349e-07, -2.923572517983774e-07, -0.0006720361717910019]",element_52.json,[]
53,"[0.04941706423115119, 0.021245199074246334]",5.3504248e-08,"[0, 9.44778011184e-07, 0]","[0, 0, 0]",mortar,"[3.101465881594679e-08, -2.3128835508286375e-08, -7.116138164729628e-05]",element_53.json,[]
54,"[0.06941706990296125, 0.021245197063914735]",5.3504248e-08,"[0, 9.44778011184e-07, 0]","[0, 0, 0]",mortar,"[1.632938869034279e-07, -2.158450818234584e-07, -0.0003614377918722962]",element_54.json,[]
55,"[0.0794170698404518, 0.02124519980349465]",5.3504248e-08,"[0, 9.44778011184e-07, 0]","[0, 0, 0]",mortar,"[1.5725850301014376e-07, -2.0957784575554324e-07, -0.00038239796213764265]",element_55.json,[]
56,"[0.08941706983707234, 0.02124520238467368]",5.3504248e-08,"[0, 9.44778011184e-07, 0]","[0, 0, 0]",mortar,"[1.4227203401611134e-07, -1.7786364374452985e-07, -0.00035825796229174727]",element_56.json,[]
57,"[0.08975233955030455, 0.020868557141676753]",5.9484502000000006e-08,"[0, 1.0503773363160001e-06, 0]","[0, 0, 0]",mortar,"[1.4084506912316871e-06, 4.4256387833212374e-07, -0.0012853936882871143]",element_57.json,[]
58,"[0.07975226000215434, 0.02086844549661666]",5.9484502000000006e-08,"[0, 1.0503773363160001e-06, 0]","[0, 0, 0]",mortar,"[1.232411992025137e-06, 1.4786765783924224e-07, -0.001059290621562717]",element_58.json,[]
59,"[0.009753587256014898, 0.02086714138844224]",5.9484502000000006e-08,"[0, 1.0503773363160001e-06, 0]","[0, 0, 0]",mortar,"[2.7718952702536424e-06, -2.6123691571704654e-06, -0.004218988328412413]",element_59.json,[]
60,"[0.019753572118116024, 0.020867346531141952]",5.9484502000000006e-08,"[0, 1.0503773363160001e-06, 0]","[0, 0, 0]",mortar,"[2.7212143556952463e-06, -2.1908363277265633e-06, -0.0042377853333228615]",element_60.json,[]
61,"[0.04975186791367301, 0.020868242187608327]",5.9484502000000006e-08,"[0, 1.0503773363160001e-06, 0]","[0, 0, 0]",mortar,"[6.748208900461301e-07, 2.602837427242124e-07, -0.0008219577417674227]",element_61.json,[]
62,"[0.029753558044389884, 0.020867558812686163]",5.9484502000000006e-08,"[0, 1.0503773363160001e-06, 0]","[0, 0, 0]",mortar,"[2.657673207706492e-06, -1.7809012158180308e-06, -0.004196560291962423]",element_62.json,[]
63,"[0.039754095143109215, 0.020867059016471384]",5.9484502000000006e-08,"[0, 1.0503773363160001e-06, 0]","[0, 0, 0]",mortar,"[3.7112737073177093e-06, -2.629517354762434e-06, -0.004922239347376832]",element_63.json,[]
64,"[0.06025095432444321, 0.020868345856873024]",5.9484502000000006e-08,"[0, 1.0503773363160001e-06, 0]","[0, 0, 0]",mortar,"[9.901666200470382e-07, -6.253513262294806e-07, -0.0010117788004979102]",element_64.json,[]
65,"[0.0697521810215441, 0.020868332906332308]",5.9484502000000006e-08,"[0, 1.0503773363160001e-06, 0]","[0, 0, 0]",mortar,"[1.1101708836878665e-06, -1.6117995812159305e-08, -0.0008704198726826947]",element_65.json,[]
66,"[0.0005833569667781774, 0.02124999779680113]",5.25e-08,"[0, 9.270450000000001e-07, 0]","[0, 0, 0]",mortar,"[1.312368140795706e-08, -1.4078565078492803e-08, -4.097259191756177e-05]",element_66.json,[]
67,"[0.0994166812210701, 0.021250015627455484]",5.25e-08,"[0, 9.270450000000001e-07, 0]","[0, 0, 0]",mortar,"[7.461138111691154e-08, -1.7641367077533256e-09, -0.00010359667761002155]",element_67.json,[]
68,"[0.0702075019167924, 0.019849892069201902]",5.2672746e-08,"[0, 9.300953488680001e-07, 0]","[0, 0, 0]",mortar,"[1.9029655516055825e-05, -5.643434175744656e-06, 0.001204350300431506]",element_68.json,[]
69,"[0.059810248429208214, 0.019849079208454103]",5.2672746e-08,"[0, 9.300953488680001e-07, 0]","[0, 0, 0]",mortar,"[2.6375871445727555e-05, -9.01003432347678e-06, -0.0018854438747627346]",element_69.json,[]
70,"[0.04021010584223881, 0.01984879712593859]",5.2672746e-08,"[0, 9.300953488680001e-07, 0]","[0, 0, 0]",mortar,"[9.354259830935661e-06, -2.6003446899457014e-07, -0.005498960906268568]",element_70.json,[]
71,"[0.030208655956823118, 0.01984977585636598]",5.2672746e-08,"[0, 9.300953488680001e-07, 0]","[0, 0, 0]",mortar,"[7.289549313317481e-06, 3.2152140811416893e-07, -0.004405696793080095]",element_71.json,[]
72,"[0.05020529636359742, 0.019849973789599094]",5.2672746e-08,"[0, 9.300953488680001e-07, 0]","[0, 0, 0]",mortar,"[4.078937068772308e-06, 1.3579607356425591e-06, -0.0026241512954603774]",element_72.json,[]
73,"[0.010208530434010193, 0.019849061672731642]",5.2672746e-08,"[0, 9.300953488680001e-07, 0]","[0, 0, 0]",mortar,"[6.675106802766507e-06, -1.1571006249383406e-06, -0.004118132545675407]",element_73.json,[]
74,"[0.020208596822610062, 0.019849414854224305]",5.2672746e-08,"[0, 9.300953488680001e-07, 0]","[0, 0, 0]",mortar,"[7.002755444841528e-06, -4.06098366940151e-07, -0.004268638809860015]",element_74.json,[]
75,"[0.08020802212981862, 0.01985031184062903]",5.2672746e-08,"[0, 9.300953488680001e-07, 0]","[0, 0, 0]",mortar,"[1.666831485647603e-05, -3.964838491429612e-06, 0.0005188366450977491]",element_75.json,[]
76,"[0.09020855219413122, 0.019850729841452412]",5.2672746e-08,"[0, 9.300953488680001e-07, 0]","[0, 0, 0]",mortar,"[1.3916274148896491e-05, -1.9057883219001365e-06, -0.0003352160091077682]",element_76.json,[]
77,"[0.09039128511164257, 0.01939996309696374]",3.8528419999999994e-08,"[0, 6.803348403599999e-07, 0]","[0, 0, 0]",mortar,"[3.7643628198142646e-05, -3.5345360238001045e-06, -0.0011866086207639453]",element_77.json,[]
78,"[0.08039139103350655, 0.01939915732151945]",3.8528419999999994e-08,"[0, 6.803348403599999e-07, 0]","[0, 0, 0]",mortar,"[3.761545141039968e-05, -5.0263893172122994e-06, -0.0003010574258305892]",element_78.json,[]
79,"[0.050382779017527544, 0.01939979268538674]",3.8528419999999994e-08,"[0, 6.803348403599999e-07, 0]","[0, 0, 0]",mortar,"[1.0736565112197724e-05, 2.4902549071883095e-06, -0.002309675040811149]",element_79.json,[]
80,"[0.030381741850179257, 0.019400450781962685]",3.8528419999999994e-08,"[0, 6.803348403599999e-07, 0]","[0, 0, 0]",mortar,"[9.092437925845276e-06, 9.290798322451248e-07, -0.004000991827119425]",element_80.json,[]
81,"[0.04038403442183783, 0.0193992339535072]",3.8528419999999994e-08,"[0, 6.803348403599999e-07, 0]","[0, 0, 0]",mortar,"[1.2925568693790553e-05, 4.395271708532033e-07, -0.005095275978718589]",element_81.json,[]
82,"[0.02038157226025682, 0.0193999858979342]",3.8528419999999994e-08,"[0, 6.803348403599999e-07, 0]","[0, 0, 0]",mortar,"[8.518181443154167e-06, -3.216320684222563e-08, -0.0038769957531377113]",element_82.json,[]
83,"[0.07039149616751447, 0.019398353540422617]",3.8528419999999994e-08,"[0, 6.803348403599999e-07, 0]","[0, 0, 0]",mortar,"[3.68379369807133e-05, -5.9549339790348055e-06, 0.0006550222190790202]",element_83.json,[]
84,"[0.01038139343989598, 0.019399529050203444]",3.8528419999999994e-08,"[0, 6.803348403599999e-07, 0]","[0, 0, 0]",mortar,"[7.910087472791101e-06, -1.0229012256609374e-06, -0.0037498236402433932]",element_84.json,[]
85,"[0.05964306483705019, 0.019398739330810533]",3.8528419999999994e-08,"[0, 6.803348403599999e-07, 0]","[0, 0, 0]",mortar,"[2.758925031984456e-05, -9.64169378729753e-06, -0.0022255826078673986]",element_85.json,[]
86,"[0.08115665501669483, 0.019991589858547452]",3.0888046e-08,"[0, 5.45421116268e-07, 0]","[0, 0, 0]",mortar,"[3.6473515008725574e-05, -4.499884074586172e-06, -0.0017122532778323018]",element_86.json,[]
87,"[0.07115678774131522, 0.019990815264568047]",3.0888046e-08,"[0, 5.45421116268e-07, 0]","[0, 0, 0]",mortar,"[3.6424730877662186e-05, -6.435115130215073e-06, -0.0008902198932938835]",element_87.json,[]
88,"[0.051144021459356155, 0.019989463308349057]",3.0888046e-08,"[0, 5.45421116268e-07, 0]","[0, 0, 0]",mortar,"[3.712634534105363e-06, 1.4005783511627342e-06, -0.003044884612407787]",element_88.json,[]
89,"[0.058866551404523695, 0.019987171583719005]",3.0888046e-08,"[0, 5.45421116268e-07, 0]","[0, 0, 0]",mortar,"[3.295929882618681e-06, -8.922692894579013e-07, -0.002108993331773606]",element_89.json,[]
