id,center,mass,dl,ll,type,displacement,shape_file,contps
1,"[0.052135122403270576, 0.019062429188368726]",0.0002436,"[0, 0.7504000000000001, 0]","[10000.0, 0, 0]",beam,"[0.0001, 3.848979596742116e-05, -0.0018598342071026372]",element_1.json,[]
2,"[0.049538835, 0.0301553398]",0.00028840000000000007,"[0, 0.007355930400000002, 0]","[0, 0, 0]",ground,"[0.0, 0.0, 0.0]",element_2.json,[]
3,"[0.09065801613105792, 0.021242115092185786]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.320466284822024e-06, 1.5084934015228907e-06, -0.005023155957306417]",element_3.json,[]
4,"[0.030578893906637566, 0.02124909654641792]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-3.462076356053358e-17, 5.672622936590734e-17, 1.3798440422506007e-13]",element_4.json,[]
5,"[0.010579705635293346, 0.021242347050930203]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-3.3159916206882056e-09, 3.975986895690767e-09, 1.2929941789103329e-05]",element_5.json,[]
6,"[0.020579719860816262, 0.02124496357462968]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-2.5682040587975783e-07, -9.458943651365626e-07, -0.001036897166756266]",element_6.json,[]
7,"[0.050579345776600663, 0.02124895489648223]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[2.0420371284727623e-09, 1.2864531358281231e-08, -8.13279998207444e-06]",element_7.json,[]
8,"[0.04057855673900519, 0.021248083049675636]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[3.985699525325964e-08, 3.673714656622555e-07, -0.00015821482120174994]",element_8.json,[]
9,"[0.05973669827096517, 0.021248946100000006]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[0.0, 0.0, 0.0]",element_9.json,[]
10,"[0.080674269831561, 0.021243834491926027]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[2.2144608591248964e-06, 2.3769711733939018e-07, -0.008439133069620934]",element_10.json,[]
11,"[0.0706562029084446, 0.02124894610000001]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[2.6931026595948498e-06, -3.961519732365836e-06, 0.0018823421448472166]",element_11.json,[]
12,"[0.09031299226853447, 0.020848713381913016]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-8.843701964565216e-07, 1.4346180259834923e-06, 0.010092410278252457]",element_12.json,[]
13,"[0.08034252677759787, 0.020856915388018718]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[2.5741596054463277e-06, -2.33991906919739e-06, 4.7651608294002444e-05]",element_13.json,[]
14,"[0.010264478864301877, 0.020853782427899363]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[1.3862119764452178e-08, -3.307075484266636e-08, -0.00014768356573530286]",element_14.json,[]
