id,center,mass,dl,ll,type,displacement,shape_file,contps
1,"[0.049953706989429345, 0.018991180161012287]",0.0002436,"[0, 0.7504000000000001, 0]","[10000.0, 0, 0]",beam,"[0.0003814154138411784, -0.00023355061512056173, 0.0016613524276610674]",element_1.json,[]
2,"[0.049538835, 0.0301553398]",0.00028840000000000007,"[0, 0.007355930400000002, 0]","[0, 0, 0]",ground,"[0.0, 0.0, 0.0]",element_2.json,[]
3,"[0.09058885699573747, 0.02124891109481812]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-2.4681415167064958e-08, -8.136210270222054e-08, 0.00016702059764304024]",element_3.json,[]
4,"[0.030579974995338835, 0.02124573199384316]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-5.461246298960918e-07, 1.3690176269484257e-06, 0.0019493956974472783]",element_4.json,[]
5,"[0.010580697232312735, 0.021246882783466287]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-1.1756881353828264e-06, -2.8029837533837283e-06, -0.0025850529184614935]",element_5.json,[]
6,"[0.020580571671732235, 0.021247027090726768]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-7.627930187834666e-07, -1.8230722647472305e-07, 0.0008968112930296235]",element_6.json,[]
7,"[0.05057949220016083, 0.021248991903847256]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-1.0737244045507243e-08, -3.0195001371568094e-09, -1.3764431026725881e-06]",element_7.json,[]
8,"[0.04057985893682741, 0.021238566951751452]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-7.5907275729632e-07, 2.4844605594794413e-06, 0.00327752351047972]",element_8.json,[]
9,"[0.05952460470022819, 0.02121234152375943]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[4.691208354992182e-08, 3.654071247074372e-05, 6.24745818921991e-05]",element_9.json,[]
10,"[0.08058884304066408, 0.021248903016924985]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[9.95681052257475e-09, -8.071765404666625e-09, 4.707056573454037e-05]",element_10.json,[]
11,"[0.07058848295823918, 0.021248815758002765]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.51927995474725e-08, 8.238769737734089e-08, 6.145447292924801e-05]",element_11.json,[]
