id,center,mass,dl,ll,type,displacement,shape_file,contps
1,"[0.05083512240327054, 0.01861243007068562]",0.0002436,"[0, 0.7504000000000001, 0]","[10000.0, 0, 0]",beam,"[0.0001, 4.1487151426375424e-05, -0.0007218442388905012]",element_1.json,[]
2,"[0.049538835, 0.0301553398]",0.00028840000000000007,"[0, 0.007355930400000002, 0]","[0, 0, 0]",ground,"[0.0, 0.0, 0.0]",element_2.json,[]
3,"[0.09063092507372802, 0.021224507661426063]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[7.082874783006694e-06, 1.980199392156234e-05, -0.026095894515357803]",element_3.json,[]
4,"[0.030578798703490655, 0.021248077848394623]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[3.481050723543035e-07, 1.6314868704021028e-08, 0.0003987506774137225]",element_4.json,[]
5,"[0.01057868892176454, 0.021246350560401077]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[8.777310291035892e-07, 2.0921470819300197e-07, 0.0013584053198402058]",element_5.json,[]
6,"[0.020579310260986396, 0.021248385229808292]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[4.290221126495194e-07, -2.0422325209206828e-07, -0.00018727774871697922]",element_6.json,[]
7,"[0.0505794737238512, 0.021249001539125727]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-5.6746895769458396e-08, -5.334208202329089e-08, 4.0094316561954734e-21]",element_7.json,[]
8,"[0.040578653448432624, 0.021238080337824775]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-7.514034283827087e-07, 8.516448891734698e-06, 0.003070726319195948]",element_8.json,[]
9,"[0.05967808929019761, 0.021111549118194982]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-3.091537110953672e-05, 6.110078929548858e-05, 0.07958630695986856]",element_9.json,[]
10,"[0.08064348610206827, 0.021185678275165525]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[3.6274882832149176e-06, 3.1287994060334136e-05, -0.015746099028885616]",element_10.json,[]
11,"[0.07063523008813218, 0.021204006765934123]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[8.685193304592442e-06, 3.380054798529296e-05, -0.03146416689036088]",element_11.json,[]
12,"[0.09028853798645135, 0.020861856355819344]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[1.654658499997642e-05, 1.0867096608569709e-05, -0.026095894515357803]",element_12.json,[]
13,"[0.08029435878681615, 0.020829240468965397]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[9.239992543225003e-06, 2.5790601151218803e-05, -0.015746099028885616]",element_13.json,[]
14,"[0.010253746920196738, 0.020857696314860775]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[2.118393656807733e-06, 3.882629802336615e-06, 0.0052603241662485195]",element_14.json,[]
15,"[0.02025234687424424, 0.020851011105321806]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[3.3262515934271023e-06, 3.4384764525240363e-06, 0.0022496822124728065]",element_15.json,[]
16,"[0.05025060911953892, 0.020872800475815797]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-7.557272635534669e-08, -5.8810976951091655e-08, 3.5628366175393526e-05]",element_16.json,[]
17,"[0.03025595772076619, 0.020849245466118483]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[2.383557632430065e-06, 7.481332624550923e-06, 0.013957532063746513]",element_17.json,[]
18,"[0.040255454881576655, 0.02079152891326231]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[1.2861127648340456e-05, 2.4197060844126218e-05, 0.003070726319195951]",element_18.json,[]
19,"[0.05995011945822661, 0.020581791125358163]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-7.699080476954033e-05, 8.943449156326164e-05, -0.006189443941377632]",element_19.json,[]
20,"[0.07028944731335049, 0.02084399701695271]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[2.001260012870055e-05, 2.2920781051749926e-05, -0.03146416689036088]",element_20.json,[]
21,"[0.09151030601068214, 0.018625128929666737]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[2.3985305595528813e-05, 3.5925930568649345e-05, 0.010120560765021437]",element_21.json,[]
22,"[0.08138980331270715, 0.018659806382405594]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[7.927386960421145e-06, 4.033773741437363e-05, 0.017932224245823317]",element_22.json,[]
23,"[0.0507882618275343, 0.019353869734057894]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[5.767312470935746e-07, -9.170518153477891e-07, -0.0004440176725115619]",element_23.json,[]
24,"[0.0307882247414232, 0.019338141776294678]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[1.3805842903860845e-07, 5.926715491610181e-07, 0.0010163551057395452]",element_24.json,[]
25,"[0.020787549029486912, 0.019342648591000332]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[1.967063000449029e-07, -1.2936248730225284e-07, -9.826922252984654e-06]",element_25.json,[]
