id,center,mass,dl,ll,type,displacement,shape_file,contps
1,"[0.0494579752950164, 0.01920749504302882]",0.0002436,"[0, 0.7504000000000001, 0]","[10000.0, 0, 0]",beam,"[7.54768013537271e-06, 7.481047254647445e-07, -1.3555172607567641e-05]",element_1.json,[]
2,"[0.049538835, 0.0301553398]",0.00028840000000000007,"[0, 0.007355930400000002, 0]","[0, 0, 0]",ground,"[0.0, 0.0, 0.0]",element_2.json,[]
3,"[0.09057945265421657, 0.02124896251550424]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[3.974246525144358e-08, 4.040783040231499e-09, -6.35258046280107e-05]",element_3.json,[]
4,"[0.030579443728045344, 0.021248953520482283]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.896067071538151e-08, 3.954963733196407e-09, -2.9363485983479343e-05]",element_4.json,[]
5,"[0.010579443537812658, 0.021248953389849973]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.9669078136328623e-08, 3.0191838451229174e-09, -3.086808031093363e-05]",element_5.json,[]
6,"[0.020579443633555277, 0.021248953455775734]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.9297730985905705e-08, 3.492339701854491e-09, -3.0095942390596e-05]",element_6.json,[]
7,"[0.05057943941934487, 0.02124895243865929]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[7.565156980300033e-09, 3.3902369190383723e-09, -1.3651019274180153e-05]",element_7.json,[]
8,"[0.04057944378301112, 0.021248953818933655]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[2.4195405469353555e-08, 1.5530937891933138e-09, -3.69457126042991e-05]",element_8.json,[]
9,"[0.059420578195230715, 0.021248946904550224]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[3.2333492068449904e-08, -1.6111970930215013e-08, -4.611188076639737e-05]",element_9.json,[]
10,"[0.08057945255827619, 0.02124896237031511]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[4.0206145485906816e-08, 3.0659723178449003e-09, -6.392108652235898e-05]",element_10.json,[]
11,"[0.07057945245991266, 0.021248962223392162]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[4.067080685218462e-08, 2.0621006793792682e-09, -6.437412807893005e-05]",element_11.json,[]
12,"[0.09024688180055641, 0.020871778432991442]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[5.915988044678238e-07, 1.4726344232248694e-07, -0.0007209547034841214]",element_12.json,[]
13,"[0.0802468825497214, 0.020871771900252377]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[5.887827162278219e-07, 1.2586384208313957e-07, -0.0007100119718972075]",element_13.json,[]
14,"[0.01024691069718278, 0.020871728353063303]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[6.848831312401713e-07, 1.0614649716928171e-07, -0.0008047059787357252]",element_14.json,[]
15,"[0.020246910025586252, 0.020871733662113097]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[6.812175547572553e-07, 1.2542250460889154e-07, -0.0007948586896036412]",element_15.json,[]
16,"[0.05024679375885626, 0.02087170337397225]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[4.002331469176029e-07, 8.177335451441088e-08, -0.0004878132582722644]",element_16.json,[]
17,"[0.030246909377299333, 0.020871738971560586]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[6.780650165672327e-07, 1.4476081038023072e-07, -0.0007851226470947588]",element_17.json,[]
18,"[0.04024691287012701, 0.020871746777675847]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[7.776756363156195e-07, 5.3263850442863545e-08, -0.000874249819406282]",element_18.json,[]
19,"[0.05975368895698301, 0.02087175072479437]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[5.225328254058916e-07, 6.41728870512019e-08, -0.0006432570289243141]",element_19.json,[]
20,"[0.07024688324576361, 0.020871765332738646]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[5.858767271671539e-07, 1.0444268896061472e-07, -0.0006990172213297765]",element_20.json,[]
21,"[0.09073237408299306, 0.019355677675541534]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[5.188227265670973e-06, 1.2453310789311188e-06, -0.002109495171571839]",element_21.json,[]
22,"[0.08073236917543146, 0.019355647761564683]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[5.187107183031789e-06, 1.1385102493289385e-06, -0.002106860296880918]",element_22.json,[]
23,"[0.05073161108631845, 0.01935505717340982]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[3.923058693000326e-06, 6.250831087291616e-07, -0.002265069327053099]",element_23.json,[]
24,"[0.030731568071596663, 0.019354892372061512]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[3.7219322564533642e-06, 8.322467708468417e-07, -0.0016362713107949]",element_24.json,[]
