id,center,mass,dl,ll,type,displacement,shape_file,contps
1,"[0.05133512240327055, 0.01882774480588667]",0.0002436,"[0, 0.7504000000000001, 0]","[10000.0, 0, 0]",beam,"[0.0001, 7.095018414969829e-05, -0.0019065475201432243]",element_1.json,[]
2,"[0.049538835, 0.0301553398]",0.00028840000000000007,"[0, 0.007355930400000002, 0]","[0, 0, 0]",ground,"[0.0, 0.0, 0.0]",element_2.json,[]
3,"[0.09064248761642803, 0.021248134580575635]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.984203890285844e-07, 4.233596293255145e-07, -0.0007805975504069344]",element_3.json,[]
4,"[0.03057960412793459, 0.021247784434634993]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-7.48030677388158e-07, 1.2148968276573455e-06, 0.0029646683646188253]",element_4.json,[]
5,"[0.0105800144690794, 0.021246273018944724]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-4.463275471472165e-07, -4.8199248825188564e-06, -0.004258125908522073]",element_5.json,[]
6,"[0.02057986063300976, 0.0212475811222242]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[3.3512345346317226e-08, -2.8256738884304334e-06, -0.001954601708099907]",element_6.json,[]
7,"[0.05057944238811105, 0.02124897602485537]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[8.747687241793214e-09, 1.9832905719230326e-08, -3.483153439087707e-05]",element_7.json,[]
8,"[0.040577148906279836, 0.021249320758370445]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.0668001131595914e-06, -1.1266753268445067e-06, -0.002264253718895774]",element_8.json,[]
9,"[0.059735497446146556, 0.02123932054373865]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-1.3039971563540448e-05, -1.6486436081429208e-05, 0.05002301198014954]",element_9.json,[]
10,"[0.08066043554607544, 0.021246761674694106]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-8.459212783755856e-08, 1.1494273643694357e-06, 0.0002857622390411704]",element_10.json,[]
11,"[0.07065465325412587, 0.021241318535881806]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.4756644593230626e-06, 7.624724394728078e-06, -0.006398604638029254]",element_11.json,[]
12,"[0.0903155800287491, 0.020870553640839534]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[4.931591456669326e-07, 1.6817636717390893e-07, -0.0007805975504069343]",element_12.json,[]
13,"[0.08032815497432366, 0.020865867720873725]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[4.075035482052397e-06, 2.9211097674791986e-06, -0.006617750584520836]",element_13.json,[]
14,"[0.010259439321290397, 0.02086562539534441]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[1.6385438956578792e-06, -5.9068774771989355e-06, -0.003478360909633648]",element_14.json,[]
15,"[0.020263387914282126, 0.02085855389734798]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[1.9075582448142243e-06, -2.839876183949176e-06, -0.0032203281366789426]",element_15.json,[]
16,"[0.05025006461178445, 0.02087273642163325]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[2.1852689920634678e-08, 8.360172375519516e-09, -3.4831534390877096e-05]",element_16.json,[]
17,"[0.030262456974555742, 0.020861336304049106]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-1.8632339714167623e-06, 2.287824141016119e-06, 0.0032376863443644003]",element_17.json,[]
18,"[0.04025777536297795, 0.020853717786555405]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[5.296413411410405e-06, -2.348056086566189e-05, -0.06545041717995774]",element_18.json,[]
19,"[0.059892838431434926, 0.020526863878096338]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-8.06205792200723e-05, 6.954110491943046e-06, 0.050023011980149516]",element_19.json,[]
20,"[0.0703199938547375, 0.02086757133811285]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[3.873446679453577e-06, 5.48579677390443e-06, -0.00640897313331228]",element_20.json,[]
21,"[0.09193086100613648, 0.018986559489222694]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[9.795923757780349e-05, 0.00012108414404097748, -0.012891561384195206]",element_21.json,[]
22,"[0.0816799293363702, 0.01891125816704241]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[0.00012484444555005124, 9.102440968818388e-05, 0.009347398193852642]",element_22.json,[]
23,"[0.05080258880275979, 0.01935103305131873]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[4.6895335432097785e-05, -4.786280605292456e-05, -0.0012438534819762034]",element_23.json,[]
24,"[0.030788453480969803, 0.019339981737544528]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[3.5477319228866134e-07, 3.3723492734004163e-07, -0.000544213342608296]",element_24.json,[]
25,"[0.02078840226508603, 0.01934266945912164]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[7.670758062294474e-08, 6.198311284637278e-07, -0.00012157222272465791]",element_25.json,[]
26,"[0.04101680975334889, 0.019203680361474913]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[1.7741700734501584e-05, 6.003267980451523e-07, -0.023277010207721428]",element_26.json,[]
27,"[0.010787359508785718, 0.019348163354462298]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[2.6502012037899085e-07, -5.333343752056341e-07, -0.0006984339327617134]",element_27.json,[]
28,"[0.060456211464003984, 0.019306983522275653]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[-0.00011114462275707863, 4.226991050894787e-05, 0.17636040409037593]",element_28.json,[]
29,"[0.07162851862975601, 0.018891771869681363]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[5.085905908651609e-05, 4.714162106668712e-05, -0.0019065475201432475]",element_29.json,[]
30,"[0.0705138496394688, 0.02035499481766309]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[-5.049092688250409e-06, 3.117486081990906e-05, -0.018667087825798807]",element_30.json,[]
31,"[0.061164227532773875, 0.019317604999412333]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[-0.00013164434697689642, 6.63470570708742e-05, 0.098369965987735]",element_31.json,[]
32,"[0.03980417142038845, 0.01971701699735661]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[8.555556007506778e-05, -4.689328149446151e-05, -0.04541901276925072]",element_32.json,[]
33,"[0.04971699897291523, 0.01985999944605944]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[-4.127931736583734e-06, 7.500313121809476e-07, 0.00462532956069725]",element_33.json,[]
34,"[0.029752672978241433, 0.019788906942231458]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[-3.6087791222081625e-06, 3.3592870391335803e-06, -0.0019197193581881567]",element_34.json,[]
