id,center,mass,dl,ll,type,displacement,shape_file,contps
1,"[0.050735122403270536, 0.01862100339963747]",0.0002436,"[0, 0.7504000000000001, 0]","[10000.0, 0, 0]",beam,"[0.0001, -8.57332895185043e-06, -0.0007341357595563285]",element_1.json,[]
2,"[0.049538835, 0.0301553398]",0.00028840000000000007,"[0, 0.007355930400000002, 0]","[0, 0, 0]",ground,"[0.0, 0.0, 0.0]",element_2.json,[]
3,"[0.09062992180398671, 0.02119722520599036]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.0032697413104198e-06, 2.728245543570218e-05, -0.004242429230740079]",element_3.json,[]
4,"[0.030578896385741242, 0.021245938676111988]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-9.768225058824032e-08, 2.139172282633288e-06, 0.00038683937193285576]",element_4.json,[]
5,"[0.010579098323599025, 0.021241544794920804]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-4.0940183448449595e-07, 4.8057654802730435e-06, 0.001583482953629276]",element_5.json,[]
6,"[0.020579410394358278, 0.02124547820821648]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-1.0013337188068898e-07, 2.9070215918103127e-06, 0.0003958744022565832]",element_6.json,[]
7,"[0.0505794737238512, 0.021249001539125727]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[0.0, 0.0, 0.0]",element_7.json,[]
8,"[0.040578537323620184, 0.021237798165477318]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.1612481244222305e-07, 2.8217234745774506e-07, -0.00045456031758652155]",element_8.json,[]
9,"[0.05966487013228416, 0.021146836894905593]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.3219157913456793e-05, -3.528777671061245e-05, -0.16674933092624844]",element_9.json,[]
10,"[0.08064421453581304, 0.021182135395186784]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-7.284337447740876e-07, 3.5428799787402056e-06, 0.002832073855773154]",element_10.json,[]
11,"[0.07063585875677807, 0.02120374535067778]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-6.286686458924143e-07, 2.614152563428265e-07, 0.0021220549545350135]",element_11.json,[]
12,"[0.09028600238414491, 0.020836032954183046]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[2.5356023064334784e-06, 2.582340163629668e-05, -0.00424242923074008]",element_12.json,[]
13,"[0.08029609947087232, 0.02082471170139998]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-1.7406840561728952e-06, 4.528767565417773e-06, 0.0028320738557731534]",element_13.json,[]
14,"[0.010253394888091362, 0.0208532491014357]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[3.5203210537661565e-07, 4.447213425074646e-06, -0.004187551655911681]",element_14.json,[]
15,"[0.02024953252266098, 0.020845510533596255]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[2.81435158325905e-06, 5.500571725551019e-06, -0.001008750601360473]",element_15.json,[]
