id,center,mass,dl,ll,type,displacement,shape_file,contps
1,"[0.05043512240327053, 0.01879546894056654]",0.0002436,"[0, 0.7504000000000001, 0]","[10000.0, 0, 0]",beam,"[0.0001, -8.930324207842672e-05, -0.00020425123071249332]",element_1.json,[]
2,"[0.049538835, 0.0301553398]",0.00028840000000000007,"[0, 0.007355930400000002, 0]","[0, 0, 0]",ground,"[0.0, 0.0, 0.0]",element_2.json,[]
3,"[0.09059961042719089, 0.021229802030864883]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[3.1846516318082077e-06, 1.277252313503815e-05, -0.0035690838918417318]",element_3.json,[]
4,"[0.030579279430716585, 0.02124598320697817]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-1.393690629873269e-07, -1.1594163545302794e-06, -0.0009527063122886439]",element_4.json,[]
5,"[0.010578977671694719, 0.02124175679954325]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.3530312179723407e-09, -7.529401044192475e-09, -5.237415167114314e-06]",element_5.json,[]
6,"[0.020579938781794628, 0.021245187323686947]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-2.9817315239489425e-07, 1.9403911656561237e-07, 0.0011761509089528045]",element_6.json,[]
7,"[0.050579473724053095, 0.02124900153879554]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-2.0189687136122642e-13, 3.3018590522224433e-13, 8.041965619365148e-10]",element_7.json,[]
8,"[0.04057957228991787, 0.02123766366946239]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-1.6933228910245913e-07, -1.7807788038756847e-06, 0.0006989725325355969]",element_8.json,[]
9,"[0.05960821924340561, 0.021137047624787464]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-8.867574883785925e-21, 9.696328123639074e-05, 4.9302684278014524e-17]",element_9.json,[]
10,"[0.08060304922612245, 0.021224586206518663]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[6.145483200601279e-06, 1.3057744499195934e-05, -0.0021608151544928273]",element_10.json,[]
