id,center,mass,dl,ll,type,displacement,shape_file,contps
1,"[0.05203512240327057, 0.019021018746189326]",0.0002436,"[0, 0.7504000000000001, 0]","[10000.0, 0, 0]",beam,"[0.0001, 4.141044217939893e-05, -0.0019753675382219757]",element_1.json,[]
2,"[0.049538835, 0.0301553398]",0.00028840000000000007,"[0, 0.007355930400000002, 0]","[0, 0, 0]",ground,"[0.0, 0.0, 0.0]",element_2.json,[]
3,"[0.09065405232310329, 0.021245080875627965]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[3.9638079546263e-06, -2.965783442180334e-06, -0.01544631669573289]",element_3.json,[]
4,"[0.030578893906717967, 0.021249096546286556]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-8.040000609218619e-14, 1.3136271287182618e-13, 3.1986553920583717e-10]",element_4.json,[]
5,"[0.010579707087304008, 0.021242344632480755]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-1.4520106634499227e-09, 2.418449448227295e-09, 5.831724881303396e-06]",element_5.json,[]
6,"[0.020579673733361666, 0.021244779645929922]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[4.612745459723044e-08, 1.839286997561588e-07, -0.0001807357989346122]",element_6.json,[]
7,"[0.050579298714766095, 0.021248952495828165]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[4.7061834568962786e-08, 2.400654064718832e-09, 0.0001255196685200313]",element_7.json,[]
8,"[0.040578419015912914, 0.021248575729976456]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.3772309227985697e-07, -4.926803008199165e-07, -0.0005442590993052316]",element_8.json,[]
9,"[0.05973669827096517, 0.021248946100000006]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[4.3790577010150533e-47, 0.0, 8.96831017167883e-44]",element_9.json,[]
10,"[0.08067067162113174, 0.021246556182595095]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[3.598210429254642e-06, -2.7216906690689087e-06, -0.014015862131095732]",element_10.json,[]
11,"[0.0706562029084446, 0.02124894610000001]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[0.0, 0.0, 0.0]",element_11.json,[]
12,"[0.09031614825838723, 0.020859207929879536]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-3.155989852759574e-06, -1.0494547966520368e-05, 0.012627330264407391]",element_12.json,[]
13,"[0.08034397205760724, 0.020867334581119595]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-1.445280009369706e-06, -1.041919310087685e-05, 0.00560377663921551]",element_13.json,[]
14,"[0.010264457416511693, 0.020853803111931617]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[2.1447790184947606e-08, -2.068403225291267e-08, -0.0001410988422932251]",element_14.json,[]
15,"[0.020270057558749065, 0.02085553222374143]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[1.2811066115882716e-06, 4.7666712279781613e-07, -7.635900936520566e-05]",element_15.json,[]
16,"[0.05024780077279922, 0.020871271954024124]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-3.445018419776619e-10, 4.401016585530434e-08, 0.0001255196685205438]",element_16.json,[]
17,"[0.030261841492242557, 0.020862815218967264]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-2.331140911646772e-06, 8.270988890729368e-07, -0.00045828555076896115]",element_17.json,[]
18,"[0.04030178099307634, 0.020851989765807544]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[7.465789477198358e-06, 8.101825110066749e-07, -0.014323678378717241]",element_18.json,[]
19,"[0.059995952315972295, 0.020389615422909346]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-8.456657650404996e-05, 0.00015781327147626375, -0.09750786462597248]",element_19.json,[]
20,"[0.07032385065292975, 0.020873145692302603]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[1.067348603347609e-16, 4.134992651964248e-17, -1.7223269769351953e-13]",element_20.json,[]
