id,center,mass,dl,ll,type,displacement,shape_file,contps
1,"[0.05123512240327055, 0.01874768948990817]",0.0002436,"[0, 0.7504000000000001, 0]","[10000.0, 0, 0]",beam,"[0.0001, 8.005531597850036e-05, -0.0002859931043378895]",element_1.json,[]
2,"[0.049538835, 0.0301553398]",0.00028840000000000007,"[0, 0.007355930400000002, 0]","[0, 0, 0]",ground,"[0.0, 0.0, 0.0]",element_2.json,[]
3,"[0.0906421428110756, 0.02124795183541174]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[3.448053524287252e-07, 1.8274516389282074e-07, -0.0013594569189194535]",element_3.json,[]
4,"[0.03057920513340301, 0.021247712885097705]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[3.989945315802908e-07, 7.154953728627385e-08, 0.0006059922919697242]",element_4.json,[]
5,"[0.010579032768478318, 0.02124603254055477]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[9.817006010835333e-07, 2.404783899539629e-07, 0.0016562237866639845]",element_5.json,[]
6,"[0.020579362585962383, 0.021247519057077887]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[4.980470473783884e-07, 6.206514631355067e-08, 0.0006625841179076072]",element_6.json,[]
7,"[0.05057942152772983, 0.021248976946621825]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[2.086038122150373e-08, -9.217664557607347e-10, 6.158358949379218e-05]",element_7.json,[]
8,"[0.040577148914453756, 0.021249320745022806]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-8.173922376291658e-12, 1.334763909370337e-11, 3.252345169221848e-08]",element_8.json,[]
9,"[0.0597119972233968, 0.02112934047229381]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[2.3500222749758226e-05, 0.00010998007144483967, -0.12677939921908715]",element_9.json,[]
10,"[0.08065940250226317, 0.021246843803241003]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.0330438122734805e-06, -8.212854689568528e-08, -0.003499557599782496]",element_10.json,[]
11,"[0.07065655047856197, 0.021248934782877826]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-1.8972244360977234e-06, -7.616246996018325e-06, 0.006495027935038356]",element_11.json,[]
12,"[0.09031472252348911, 0.02087081600945064]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[8.575052599969061e-07, -2.6236861110478277e-07, -0.0013594569189117924]",element_12.json,[]
13,"[0.0803328851928977, 0.0208692139517327]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-4.7302185740461335e-06, -3.346230858976807e-06, 0.009926619647397135]",element_13.json,[]
14,"[0.010258201669730046, 0.020862513049340423]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[1.237651560351164e-06, 3.1123460039842522e-06, 0.0055341510221977586]",element_14.json,[]
15,"[0.020261528911801756, 0.020855456543061947]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[1.8590024803697642e-06, 3.0973542860328464e-06, 0.003976394518806184]",element_15.json,[]
16,"[0.05025006692333725, 0.020872717060123617]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-2.311552804408804e-09, 1.9361509632174567e-08, 6.158358949379218e-05]",element_16.json,[]
17,"[0.03026084624201079, 0.02085429317975618]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[1.610732544949362e-06, 7.043124292925351e-06, 0.014966084061747454]",element_17.json,[]
18,"[0.040250960311532025, 0.0208297214251169]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[6.8150514459264145e-06, 2.3996361438506713e-05, 0.04158341760728046]",element_18.json,[]
19,"[0.05987996319053099, 0.020279565284485945]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[1.2875240903935595e-05, 0.0002472985936103919, -0.1267793992190871]",element_19.json,[]
20,"[0.07032433143347094, 0.020873029364731146]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-4.337578733443933e-06, -5.4580266182941075e-06, 0.006493161068082221]",element_20.json,[]
21,"[0.09181704104891736, 0.01890861603693002]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[0.00011381995721911992, 7.794345229267099e-05, 0.019517387870393043]",element_21.json,[]
22,"[0.08164569490261482, 0.018818212627176218]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[3.4234433755371754e-05, 9.304553986619393e-05, -0.0029058702079496216]",element_22.json,[]
23,"[0.050798926408363816, 0.019350700528613155]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[3.662394395976531e-06, 3.325227055739883e-07, -0.004317682078494688]",element_23.json,[]
24,"[0.030788485263686924, 0.019339143962343704]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[-3.1782717120203405e-08, 8.377752008227762e-07, 4.420769264788927e-05]",element_24.json,[]
25,"[0.020788227559415978, 0.019342525697090194]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[1.7470567005228443e-07, 1.437620314473905e-07, 0.000540625336208057]",element_25.json,[]
26,"[0.04100246459631891, 0.01919096721295231]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[1.434515702997622e-05, 1.2713148522605237e-05, -0.017068645359387173]",element_26.json,[]
27,"[0.010787156780691375, 0.0193482769041058]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[2.0272809434264945e-07, -1.1354964350335724e-07, 5.1798725938362904e-05]",element_27.json,[]
28,"[0.06029280544593691, 0.019055004248150646]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[0.00016340601806707518, 0.00025197927412500714, 0.1240516047331696]",element_28.json,[]
29,"[0.07163521840071008, 0.01880412150095075]",2.3330874000000002e-08,"[0, 4.119765730920001e-07, 0]","[0, 0, 0]",mortar,"[-6.6997709540665125e-06, 8.765036873061484e-05, -0.0073075767109759705]",element_29.json,[]
30,"[0.07052460028643794, 0.020283842958913122]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[-1.0750646969138065e-05, 7.1151858749968e-05, -0.007307576710556621]",element_30.json,[]
31,"[0.061031995926316, 0.01917327251424993]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[0.00013223160645787265, 0.00014433248516240545, 0.15017905319669977]",element_31.json,[]
32,"[0.03983351515809403, 0.019651259455278475]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[-2.9343737705578136e-05, 6.575754207813652e-05, -0.013563107307360158]",element_32.json,[]
33,"[0.04971797765982341, 0.01985848575199407]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[-9.786869081778811e-07, 1.5136940653689218e-06, 0.000998308962711752]",element_33.json,[]
34,"[0.029752288874824857, 0.0197891152164471]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[3.8410341657803446e-07, -2.0827421564303183e-07, 0.0003448016839532499]",element_34.json,[]
35,"[0.009748765847358305, 0.019804768919657503]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[1.4660250646002898e-07, -1.247683615437452e-07, -0.00014204392275719892]",element_35.json,[]
36,"[0.019750777177329554, 0.019792875680090093]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[2.2193066859292663e-07, 3.7407083347070835e-07, -9.70037402553598e-05]",element_36.json,[]
37,"[0.08052772731033477, 0.02030397916572467]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[-2.6067481457928704e-05, 5.3868616064576435e-05, -0.016400586392198022]",element_37.json,[]
38,"[0.0904797749172239, 0.020311005847905114]",5.4266673999999994e-08,"[0, 9.58240929492e-07, 0]","[0, 0, 0]",mortar,"[4.347317832309369e-06, 1.4303222944318096e-05, -0.024606250192998873]",element_38.json,[]
