id,center,mass,dl,ll,type,displacement,shape_file,contps
1,"[0.05113512240327055, 0.018709378392592374]",0.0002436,"[0, 0.7504000000000001, 0]","[10000.0, 0, 0]",beam,"[0.0001, 3.831109731579572e-05, -0.001968007802641715]",element_1.json,[]
2,"[0.049538835, 0.0301553398]",0.00028840000000000007,"[0, 0.007355930400000002, 0]","[0, 0, 0]",ground,"[0.0, 0.0, 0.0]",element_2.json,[]
3,"[0.0906423827829028, 0.02124697538034723]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-2.399718272042063e-07, 9.764550645117203e-07, 0.0009484129549666868]",element_3.json,[]
4,"[0.030579280585356677, 0.021245356701272092]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-7.545195366793545e-08, 2.356183825611864e-06, 0.0010309521639078178]",element_4.json,[]
5,"[0.010579391023041474, 0.0212417739179037]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-3.582545631551909e-07, 4.258622651068822e-06, 0.001434212044101733]",element_5.json,[]
6,"[0.02057953948233336, 0.02124424767780363]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-1.7689637097947138e-07, 3.2713792742578607e-06, 0.0012778201787676333]",element_6.json,[]
7,"[0.05057942204498736, 0.021248976706985685]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-5.172575309564233e-10, 2.3963614106979024e-10, 1.1270559225919782e-06]",element_7.json,[]
8,"[0.04057716111807374, 0.021249300819245313]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-1.2203619983977402e-08, 1.9925777493384705e-08, 4.855348031854237e-05]",element_8.json,[]
9,"[0.05968227143719203, 0.021221346692181575]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[2.9725786204768095e-05, -9.200621988776263e-05, 0.02207728053621108]",element_9.json,[]
10,"[0.08065704421230739, 0.021249425559879458]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[2.3582899557820156e-06, -2.581756638455874e-06, -0.009361108394621205]",element_10.json,[]
11,"[0.07065724240287659, 0.021248021043589416]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-6.919243146227173e-07, 9.13739288410849e-07, 0.002745960712271798]",element_11.json,[]
12,"[0.09031532047000779, 0.020869529364251495]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-5.97946518669967e-07, 1.286645199142724e-06, 0.000948412954966687]",element_12.json,[]
13,"[0.08032702078903713, 0.020874885093409155]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[5.8644038605825115e-06, -5.671141676452776e-06, -0.009361108394621205]",element_13.json,[]
14,"[0.01025853216981361, 0.020858601747657423]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-3.3050008356471447e-07, 3.911301682998623e-06, -0.0021793856619692006]",element_14.json,[]
15,"[0.02026066932805228, 0.020851321591765372]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[8.595837494779348e-07, 4.134951296575845e-06, -0.0014273135709364747]",element_15.json,[]
16,"[0.05025006758863124, 0.02087271702572355]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-6.652939905403225e-10, 3.44000675788894e-11, 3.2324655403255456e-06]",element_16.json,[]
17,"[0.03026034723640742, 0.020852554947867336]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[4.990056033707536e-07, 1.738231888844622e-06, -0.003947659424049822]",element_17.json,[]
18,"[0.04024161771107669, 0.020820799640091106]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[9.342600455332088e-06, 8.92178502579134e-06, -0.0008115265473366781]",element_18.json,[]
19,"[0.05988923833313735, 0.02062564831152238]",5.8474850000000004e-08,"[0, 1.0325489013000001e-06, 0]","[0, 0, 0]",mortar,"[-9.275142606359454e-06, -0.00034608302703643696, 0.02207728053621087]",element_19.json,[]
