id,center,mass,dl,ll,type,displacement,shape_file,contps
1,"[0.05063512240327053, 0.018620308786936726]",0.0002436,"[0, 0.7504000000000001, 0]","[10000.0, 0, 0]",beam,"[0.0001, 6.946127007424667e-07, -0.00017494101488109494]",element_1.json,[]
2,"[0.049538835, 0.0301553398]",0.00028840000000000007,"[0, 0.007355930400000002, 0]","[0, 0, 0]",ground,"[0.0, 0.0, 0.0]",element_2.json,[]
3,"[0.09063044939138803, 0.021198032592009322]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-5.275874013248194e-07, -8.073860189613948e-07, 0.0017549600552370487]",element_3.json,[]
4,"[0.03057905692066728, 0.021245515110615606]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-1.6053492603504667e-07, 4.235654963810726e-07, 0.0006398907619494027]",element_4.json,[]
5,"[0.010578978477290668, 0.021241747020645862]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.1984630835738915e-07, -2.0222572505794868e-07, -0.00047906265926325503]",element_5.json,[]
6,"[0.020579561614108642, 0.02124540901443719]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-1.5121975036402455e-07, 6.919377928972725e-08, 0.0005974712432230258]",element_6.json,[]
7,"[0.0505794737238512, 0.021249001539125727]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[0.0, 0.0, 2.2420775429197073e-44]",element_7.json,[]
8,"[0.040578712397265126, 0.02123647970915988]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-1.7507364494275956e-07, 1.3184563174388512e-06, 0.0006643649503596771]",element_8.json,[]
9,"[0.05970469479352177, 0.02104199368719754]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[-3.9824661237615224e-05, 0.00010484320770805181, 0.08695221031765792]",element_9.json,[]
10,"[0.08062906038560227, 0.021209329894083962]",5.2721312e-08,"[0, 9.309529272960001e-07, 0]","[0, 0, 0]",mortar,"[1.515415021076519e-05, -2.719449889717991e-05, 0.017196473921531934]",element_10.json,[]
