id,coor,cand,anta,tangent1,normal,cont_type,section_h,lever,faceID,counterPoint,normal_force,tangent_force,mu,cohesion,ft,fc,crack_state,sliding_failure,strength_failure,opening_failure,crushing_failure,displacement,gap
1,"[0.00010482772192667295, 0.02048777290749079]",3,4,"[0.7071068, -0.7071068]","[0.7071068, 0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd7da137fd0>,0.0006871068,0.0003435534,10,10,0.0040767395662768295,0.01032529445230022,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.536327788148719e-06, -2.1863275293659834e-06]","[0, 0]"
10,"[0.0001056738669182123, 0.020487086366527265]",4,3,"[0.7071068, -0.7071068]","[-0.7071068, -0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd8349a2a00>,0.0006871068,0.0003435534,11,1,-0.006907616234042554,8.673617379884035e-19,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.536294865828305e-06, -2.1862580290125944e-06]","[0, 0]"
2,"[0.00010775923982263199, 0.0204948429225718]",3,2,"[1.0, 0.0]","[0.0, -1.0]",<Kinematics.entity.conttype.ContType object at 0x7fd8349a2c40>,0.00098,0.00049,4,2401,-0.00985212765957447,0.0,0.94,0.009261000000000002,14000,14000,False,False,False,False,False,"[7.536629948595556e-06, -2.186452825032187e-06]","[0, 5.157077428201429e-06]"
2401,"[1.0000000000003062e-05, 0.0205]",2,3,"[-1.0, 0.0]","[0.0, 1.0]",<Kinematics.entity.conttype.ContType object at 0x7fd8349a2ca0>,0.00098,0.00049,5,2,-0.008669872340425532,-0.0011113200000000024,0.94,0.009261000000000002,37.800000000000004,14000,False,False,False,False,False,"[0.0, 0.0]","[0, 5.157077428201429e-06]"
3,"[0.0010877591726498235, 0.02049448007453084]",3,2,"[-1.0, 0.0]","[-0.0, -1.0]",<Kinematics.entity.conttype.ContType object at 0x7fd8349a2d60>,0.00098,0.00049,4,2402,-0.00985212765957447,0.0,0.94,0.009261000000000002,14000,14000,False,False,False,False,False,"[7.536613545917241e-06, -2.22833672989739e-06]","[0, 5.519925469162079e-06]"
2402,"[0.0009899999999999978, 0.0205]",2,3,"[-1.0, 0.0]","[0.0, 1.0]",<Kinematics.entity.conttype.ContType object at 0x7fd8349a2e20>,0.00098,0.00049,5,3,-0.008669872340425532,-0.0011113200000000024,0.94,0.009261000000000002,37.800000000000004,14000,False,False,False,False,False,"[0.0, 0.0]","[0, 5.519925469162079e-06]"
4,"[0.0010906854543523488, 0.020487407890581198]",3,7,"[-0.7071068, -0.7071068]","[-0.7071068, 0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd8349a2ee0>,0.0006871068,0.0003435534,8,25,-0.006323095510506079,-0.0005494494801242863,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.536311287426002e-06, -2.228461788860575e-06]","[0, 0]"
25,"[0.0010909939128501882, 0.02048916292118388]",7,3,"[-0.7071068, -0.7071068]","[0.7071068, -0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd8349a2fa0>,0.0006871068,0.0003435534,9,4,0.004353487929027157,-0.010585437913285528,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.458810267618092e-06, -2.1508823506502517e-06]","[0, 0]"
5,"[0.0006046477972967537, 0.020001730014241763]",3,7,"[0.7071068, 0.7071068]","[-0.7071068, 0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c700a0>,0.0006871068,0.0003435534,8,30,-0.006907616234042554,8.673617379884035e-19,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.5155544991570246e-06, -2.2076887365718445e-06]","[0, 8.482517003956141e-07]"
30,"[0.0006062806580076975, 0.020002163265925618]",7,3,"[0.7071068, 0.7071068]","[0.7071068, -0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c70160>,0.0006871068,0.0003435534,9,5,-0.004504886437597294,0.0022585660086585444,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.4588106239035145e-06, -2.150882705265894e-06]","[0, 8.482517003956141e-07]"
6,"[0.0005905055982661121, 0.020001735250435197]",3,4,"[-0.7071068, 0.7071068]","[0.7071068, 0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c70220>,0.0006871068,0.0003435534,10,11,-0.006907616234042554,8.673617379884035e-19,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.515554735861127e-06, -2.2070843176333343e-06]","[0, 0]"
