id,center,mass,dl,ll,type,displacement,shape_file,contps
1,"[0.05270520650370746, 0.01990165070812177]",0.00028000000000000003,"[0, 0.7504000000000001, 0]","[10000.0, 0, 0]",beam,"[0.0001, 1.1792952551470629e-07, 1.6580133145345911e-06]",element_1.json,[]
2,"[0.0495, 0.0305]",0.00028000000000000003,"[0, 0.007141680000000001, 0]","[0, 0, 0]",ground,"[0.0, 0.0, 0.0]",element_2.json,[]
3,"[0.001216868912827246, 0.02024794065151177]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[2.994217238225545e-06, 7.991616993521347e-05, 0.002014298785056011]",element_3.json,[]
4,"[0.0008884227872818218, 0.019911489762222862]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[3.0739328737634834e-06, 8.008009243386305e-05, -0.0018361608798308053]",element_4.json,[]
5,"[0.002217668737418405, 0.020250931891122547]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[3.11918261312938e-06, 7.910681803466865e-05, -8.74138001566438e-18]",element_5.json,[]
6,"[0.0018951896984095117, 0.019907017581625396]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[3.015770080343968e-06, 7.917463496218783e-05, 0.0002054385324371089]",element_6.json,[]
7,"[0.0015623033815121844, 0.01992681627530151]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[3.019837725829045e-06, 7.924302242224098e-05, 0.00020543853243711865]",element_7.json,[]
8,"[0.0032190590827445623, 0.020251237171627107]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[3.0861612349886623e-06, 7.930462144596867e-05, -0.0006990979980157016]",element_8.json,[]
9,"[0.0025659176293809636, 0.019932407166035514]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[3.059461763598019e-06, 7.896486613185254e-05, 1.4433849204245124e-10]",element_9.json,[]
10,"[0.002899168490308427, 0.019904461639845956]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[3.3285913073090443e-06, 7.908098682245888e-05, -0.0006990979980157024]",element_10.json,[]
11,"[0.004225734393116194, 0.0202455133703379]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[1.346216638323147e-06, 8.655453679272901e-05, -3.2406799789625096e-07]",element_11.json,[]
12,"[0.0035594204958414506, 0.0199245724324299]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[3.026784155914613e-06, 7.963298035903881e-05, -0.0001069214504105456]",element_12.json,[]
