id,coor,cand,anta,tangent1,normal,cont_type,section_h,lever,faceID,counterPoint,normal_force,tangent_force,mu,cohesion,ft,fc,crack_state,sliding_failure,strength_failure,opening_failure,crushing_failure,displacement,gap
1,"[0.0009632837421780251, 0.020453490164470373]",3,4,"[0.7071068, -0.7071068]","[0.7071068, 0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd7da137fd0>,0.0006871068,0.0003435534,10,10,-0.0020986549472180316,-0.004520423609615051,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.870438118256183e-05, -3.416311096672564e-05]","[0, 1.406229014191058e-06]"
10,"[0.0009639443553732742, 0.020450840843184364]",4,3,"[0.7071068, -0.7071068]","[-0.7071068, -0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd8349a2a00>,0.0006871068,0.0003435534,11,1,-0.006907616234042554,8.673617379884035e-19,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.919450801650895e-05, -3.3663218545518236e-05]","[0, 1.406229014191058e-06]"
2,"[0.0009662340648501733, 0.020460552352980343]",3,2,"[1.0, 0.0]","[0.0, -1.0]",<Kinematics.entity.conttype.ContType object at 0x7fd8349a2c40>,0.00098,0.00049,4,2401,-0.00215342310370636,-0.007236782282516023,0.94,0.009261000000000002,14000,14000,False,False,False,False,False,"[7.870438118256183e-05, -3.416311096672217e-05]","[0, 3.944764701965808e-05]"
2401,"[1.0000000000003062e-05, 0.0205]",2,3,"[-1.0, 0.0]","[0.0, 1.0]",<Kinematics.entity.conttype.ContType object at 0x7fd8349a2ca0>,0.00098,0.00049,5,2,-0.00985212765957447,0.0,0.94,0.009261000000000002,37.800000000000004,14000,False,False,False,False,False,"[0.0, 0.0]","[0, 3.944764701965808e-05]"
3,"[0.001946229561705422, 0.020457581470378534]",3,2,"[-1.0, 0.0]","[-0.0, -1.0]",<Kinematics.entity.conttype.ContType object at 0x7fd8349a2d60>,0.00098,0.00049,4,2402,-0.00985212765957447,0.0,0.94,0.009261000000000002,14000,14000,False,False,False,False,False,"[7.870438118256183e-05, -3.416311096672217e-05]","[0, 4.241852962146714e-05]"
2402,"[0.0009899999999999978, 0.0205]",2,3,"[-1.0, 0.0]","[0.0, 1.0]",<Kinematics.entity.conttype.ContType object at 0x7fd8349a2e20>,0.00098,0.00049,5,3,-0.00773895102089422,-0.0019863860403594334,0.94,0.009261000000000002,37.800000000000004,14000,False,False,False,False,False,"[0.0, 0.0]","[0, 4.241852962146714e-05]"
4,"[0.0019491370121164158, 0.020450501523872528]",3,7,"[-0.7071068, -0.7071068]","[-0.7071068, 0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd8349a2ee0>,0.0006871068,0.0003435534,8,25,-0.006907616234042554,8.673617379884035e-19,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.870438118256161e-05, -3.416311096672217e-05]","[0, 0]"
25,"[0.001960557880498575, 0.020462161043267677]",7,3,"[-0.7071068, -0.7071068]","[0.7071068, -0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd8349a2fa0>,0.0006871068,0.0003435534,9,4,0.011343136563186387,-0.017155707629395202,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.86267231011363e-05, -3.4176407181885776e-05]","[0, 0]"
5,"[0.0014618085604868496, 0.01996611884057967]",3,7,"[0.7071068, 0.7071068]","[-0.7071068, 0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c700a0>,0.0006871068,0.0003435534,8,30,-0.006907616234042554,8.673617379884035e-19,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.870438118256183e-05, -3.416311096672217e-05]","[0, 5.403419472010453e-07]"
30,"[0.0014737295725254487, 0.01997727569372855]",7,3,"[0.7071068, 0.7071068]","[0.7071068, -0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c70160>,0.0006871068,0.0003435534,9,5,-0.003589868164651186,0.003118683185227886,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.884398889106852e-05, -3.4394445867419465e-05]","[0, 5.403419472010453e-07]"
6,"[0.001447666425470904, 0.019966161712840817]",3,4,"[-0.7071068, 0.7071068]","[0.7071068, 0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c70220>,0.0006871068,0.0003435534,10,11,-0.006907616234042554,8.673617379884035e-19,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.870438118256183e-05, -3.416311096672564e-05]","[0, 0]"
11,"[0.0014554997817024338, 0.019970748282850382]",4,3,"[-0.7071068, 0.7071068]","[-0.7071068, -0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c702e0>,0.0006871068,0.0003435534,11,6,0.021781629085218485,0.025908638067993997,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.877482028052058e-05, -3.409255148822954e-05]","[0, 0]"
7,"[0.0009755740501643221, 0.019465051640555387]",4,402,"[0.7071068, 0.7071068]","[-0.7071068, 0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c703a0>,0.0006871068,0.0003435534,14,2398,-0.0020677149135823205,0.004549507241232619,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.833313082089772e-05, -3.367300412710286e-05]","[0, 0]"
2398,"[0.0009765990590578436, 0.01949456397004563]",402,4,"[0.7071068, 0.7071068]","[0.7071068, -0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c70460>,0.0006871068,0.0003435534,15,7,-0.006907616234042554,8.673617379884035e-19,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.895445607786211e-05, -3.2463948705541146e-05]","[0, 0]"
12,"[0.0014556666104983047, 0.019956607066884523]",4,402,"[-0.7071068, -0.7071068]","[-0.7071068, 0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c70520>,0.0006871068,0.0003435534,14,2399,-0.005505704089903859,-0.001317797415490373,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.87624637636113e-05, -3.409269186309058e-05]","[0, 1.2405691208810692e-05]"
2399,"[0.0014794336916211699, 0.019962829851716064]",402,4,"[-0.7071068, -0.7071068]","[0.7071068, -0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c705e0>,0.0006871068,0.0003435534,15,12,-0.006907616234042554,8.673617379884035e-19,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.983948166344302e-05, -3.3416113868495884e-05]","[0, 1.2405691208810692e-05]"
13,"[0.0019632638821933273, 0.020453408286090383]",5,6,"[0.7071068, -0.7071068]","[0.7071068, 0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c706a0>,0.0006871068,0.0003435534,26,22,0.012665362591835887,0.018398600096325733,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.863070965971174e-05, -3.4175161640209034e-05]","[0, 0]"
22,"[0.0019742248759111614, 0.02044252090046377]",6,5,"[0.7071068, -0.7071068]","[-0.7071068, -0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c70760>,0.0006871068,0.0003435534,27,13,0.003470306354767705,0.009755247233481644,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.863555343965356e-05, -3.417028475664538e-05]","[0, 0]"
14,"[0.0019662080179799948, 0.02046047305607176]",5,2,"[1.0, 0.0]","[0.0, -1.0]",<Kinematics.entity.conttype.ContType object at 0x7fd834c70820>,0.00098,0.00049,20,2403,0.018637171153804255,-0.026779940884576005,0.94,0.009261000000000002,14000,14000,False,False,False,False,False,"[7.862754451774681e-05, -3.4173843447275754e-05]","[0, 3.952694392823919e-05]"
2403,"[0.001009999999999997, 0.0205]",2,5,"[-1.0, 0.0]","[0.0, 1.0]",<Kinematics.entity.conttype.ContType object at 0x7fd834c708e0>,0.00098,0.00049,21,14,-0.00985212765957447,0.0,0.94,0.009261000000000002,37.800000000000004,14000,False,False,False,False,False,"[0.0, 0.0]","[0, 3.952694392823919e-05]"
15,"[0.0029462057410994356, 0.020458360550282113]",5,2,"[-1.0, 0.0]","[-0.0, -1.0]",<Kinematics.entity.conttype.ContType object at 0x7fd834c709a0>,0.00098,0.00049,20,2404,-0.004768866126964131,0.004778265840653719,0.94,0.009261000000000002,14000,14000,False,False,False,False,False,"[7.862839253523898e-05, -3.373482789322327e-05]","[0, 4.1639449717887494e-05]"
2404,"[0.0019899999999999987, 0.0205]",2,5,"[-1.0, 0.0]","[0.0, 1.0]",<Kinematics.entity.conttype.ContType object at 0x7fd834c70a60>,0.00098,0.00049,21,15,-0.00985212765957447,0.0,0.94,0.009261000000000002,37.800000000000004,14000,False,False,False,False,False,"[0.0, 0.0]","[0, 4.1639449717887494e-05]"
16,"[0.002949119391703064, 0.02045128315312073]",5,9,"[-0.7071068, -0.7071068]","[-0.7071068, 0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c70b20>,0.0006871068,0.0003435534,24,37,-0.006907616234042554,8.673617379884035e-19,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.863156274609887e-05, -3.373352193787593e-05]","[0, 5.34724735271611e-10]"
37,"[0.0029638734620068405, 0.020466036467209552]",9,5,"[-0.7071068, -0.7071068]","[0.7071068, -0.7071068]",<Kinematics.entity.conttype.ContType object at 0x7fd834c70be0>,0.0006871068,0.0003435534,25,16,0.01067625824200702,0.007221495600981429,0.94,0.006493159260000001,37.800000000000004,14000,False,False,False,False,False,"[7.859461644314737e-05, -3.3696799821889e-05]","[0, 5.34724735271611e-10]"
