id,center,mass,dl,ll,type,displacement,shape_file,contps
1,"[0.051405206503707425, 0.01990633495397933]",0.00028000000000000003,"[0, 0.7504000000000001, 0]","[10000.0, 0, 0]",beam,"[0.0001, 8.418026086060003e-07, -1.7859206765052904e-05]",element_1.json,[]
2,"[0.0495, 0.0305]",0.00028000000000000003,"[0, 0.007141680000000001, 0]","[0, 0, 0]",ground,"[0.0, 0.0, 0.0]",element_2.json,[]
3,"[0.0007051226943235115, 0.02033102967098266]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[4.950404368977029e-06, -2.9292453534853744e-06, -0.0040652592001933635]",element_3.json,[]
4,"[0.00037394951788448735, 0.019997535210011914]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[6.305601929242932e-06, -4.2529170086045285e-06, -0.003995375950731753]",element_4.json,[]
5,"[0.0017076306981887715, 0.02032740979602732]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[1.2163294086320205e-06, 3.0596817041715494e-06, -0.0073085848269937755]",element_5.json,[]
6,"[0.0013769279489912374, 0.019994677531210765]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[3.6481314148067448e-06, 6.427126631406177e-07, -0.007308584826993838]",element_6.json,[]
7,"[0.0010395732340409706, 0.019998929514591302]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[7.639700128831127e-06, -1.8228729147768956e-06, -0.007308584826996798]",element_7.json,[]
8,"[0.0027152540898305526, 0.020318413671154344]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[7.401265634268387e-07, 1.3742885934561203e-05, -0.0008814898005613378]",element_8.json,[]
9,"[0.0020424993546889043, 0.019995176736051334]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[6.2448535217980435e-06, 5.849403973263417e-06, -0.005794995163073479]",element_9.json,[]
10,"[0.0023848216376231345, 0.01998507972774248]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[1.3670506662880784e-06, 1.2146865638105296e-05, -0.005794995163073489]",element_10.json,[]
11,"[0.003715758006674418, 0.020319383379893564]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[1.194230112229327e-05, 2.7293326667277177e-06, -1.9091363846196746e-05]",element_11.json,[]
12,"[0.0030514202431273156, 0.019986831186810543]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[3.6084867319687568e-06, 1.1811345567650452e-05, -1.9091363846195086e-05]",element_12.json,[]
13,"[0.0033849606976773306, 0.019986071623779487]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[1.194866449830346e-05, 2.7230172949424096e-06, -1.9091363846195222e-05]",element_13.json,[]
14,"[0.004714869633825248, 0.02031927952280649]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[1.1851101721940767e-05, 2.9026627917087247e-06, 1.816157561195604e-05]",element_14.json,[]
15,"[0.004050553167977093, 0.01998753508582813]",3.4999999999999996e-08,"[0, 6.180299999999999e-07, 0]","[0, 0, 0]",mortar,"[1.1891869248177774e-05, 2.777190166255878e-06, -1.4278364323920094e-05]",element_15.json,[]
