id,x,y,nx,ny,t1x,t1y,candidate_id,antagonist_id,section_height,lever,face_id,counter_point,contact_type,mu,fc,ft,cohesion
1010,83.7530028,17.7404615,-0.9538525,-0.3002755,0.3002755,-0.9538525,171,659,0.7479186,0.3739593,1622,3939,friction,0.7000000,0,0,0
3939,83.7530028,17.7404615,0.9538525,0.3002755,0.3002755,-0.9538525,659,171,0.7479186,0.3739593,1623,1010,friction,0.7000000,0,0,0
1011,83.9775844,17.0270575,-0.9538525,-0.3002755,-0.3002755,0.9538525,171,659,0.7479186,0.3739593,1622,3938,friction,0.7000000,0,0,0
3938,83.9775844,17.0270575,0.9538525,0.3002755,-0.3002755,0.9538525,659,171,0.7479186,0.3739593,1623,1011,friction,0.7000000,0,0,0
1012,83.9709187,17.0200727,0.2553805,0.9668406,-0.9668406,0.2553805,171,448,0.7679656,0.3839828,1626,2673,friction,0.7000000,0,0,0
2673,83.9709187,17.0200727,-0.2553805,-0.9668406,-0.9668406,0.2553805,448,171,0.7679656,0.3839828,1627,1012,friction,0.7000000,0,0,0
1013,83.2284184,17.2161962,0.2553805,0.9668406,0.9668406,-0.2553805,171,448,0.7679656,0.3839828,1626,2672,friction,0.7000000,0,0,0
2672,83.2284184,17.2161962,-0.2553805,-0.9668406,0.9668406,-0.2553805,448,171,0.7679656,0.3839828,1627,1013,friction,0.7000000,0,0,0
1015,86.0361469,17.0107381,-0.2688902,0.9631708,0.9631708,0.2688902,172,519,0.7635940,0.3817970,1638,3098,friction,0.7000000,0,0,0
3098,86.0361469,17.0107381,0.2688902,-0.9631708,0.9631708,0.2688902,519,172,0.7635940,0.3817970,1639,1015,friction,0.7000000,0,0,0
1016,86.0293993,17.0176243,0.9575062,-0.2884128,0.2884128,0.9575062,172,609,0.7548783,0.3774392,1632,3639,friction,0.7000000,0,0,0
3639,86.0293993,17.0176243,-0.9575062,0.2884128,0.2884128,0.9575062,609,172,0.7548783,0.3774392,1633,1016,friction,0.7000000,0,0,0
1017,86.2471159,17.7404249,0.9575062,-0.2884128,-0.2884128,-0.9575062,172,609,0.7548783,0.3774392,1632,3638,friction,0.7000000,0,0,0
3638,86.2471159,17.7404249,-0.9575062,0.2884128,-0.2884128,-0.9575062,609,172,0.7548783,0.3774392,1633,1017,friction,0.7000000,0,0,0
1018,86.2570711,17.7429289,-0.7071068,-0.7071068,0.7071068,-0.7071068,172,173,0.7313010,0.3656505,1636,1021,friction,0.7000000,0,0,0
1021,86.2570711,17.7429289,0.7071068,0.7071068,0.7071068,-0.7071068,173,172,0.7313010,0.3656505,1637,1018,friction,0.7000000,0,0,0
1019,86.7741789,17.2258211,-0.7071068,-0.7071068,-0.7071068,0.7071068,172,173,0.7313010,0.3656505,1636,1026,friction,0.7000000,0,0,0
