id,type,cx,cy,mass,shape,dl_fx,dl_fy,dl_mz,ll_fx,ll_fy,ll_mz
175,mortar,87.6770833,18.6562500,0.2656250,element_175.json,0,0.2656250,0,0.2656250,0,0
176,mortar,92.3712484,18.6273690,0.2415155,element_176.json,0,0.2415155,0,0.2415155,0,0
177,mortar,92.6695675,18.3161645,0.2727465,element_177.json,0,0.2727465,0,0.2727465,0,0
178,mortar,93.3229167,17.6562500,0.2656250,element_178.json,0,0.2656250,0,0.2656250,0,0
179,mortar,93.6497790,17.3287563,0.2558150,element_179.json,0,0.2558150,0,0.2558150,0,0
180,mortar,96.3525884,17.3255997,0.2564438,element_180.json,0,0.2564438,0,0.2564438,0,0
181,mortar,96.6770833,17.6562500,0.2656250,element_181.json,0,0.2656250,0,0.2656250,0,0
182,mortar,97.3475249,18.3153469,0.2727105,element_182.json,0,0.2727105,0,0.2727105,0,0
183,mortar,97.6725979,18.6356410,0.2580806,element_183.json,0,0.2580806,0,0.2580806,0,0
184,mortar,91.0794343,21.0822795,0.2537147,element_184.json,0,0.2537147,0,0.2537147,0,0
185,mortar,21.0794343,21.0822795,0.2537147,element_185.json,0,0.2537147,0,0.2537147,0,0
186,mortar,11.0794343,21.0822795,0.2537147,element_186.json,0,0.2537147,0,0.2537147,0,0
187,mortar,31.0794343,21.0822795,0.2537147,element_187.json,0,0.2537147,0,0.2537147,0,0
188,mortar,51.0794343,21.0822795,0.2537147,element_188.json,0,0.2537147,0,0.2537147,0,0
189,mortar,41.0794343,21.0822795,0.2537147,element_189.json,0,0.2537147,0,0.2537147,0,0
190,mortar,58.9205657,21.0822795,0.2537147,element_190.json,0,0.2537147,0,0.2537147,0,0
191,mortar,81.0794343,21.0822795,0.2537147,element_191.json,0,0.2537147,0,0.2537147,0,0
192,mortar,71.0794343,21.0822795,0.2537147,element_192.json,0,0.2537147,0,0.2537147,0,0
193,mortar,71.0395404,19.6069828,0.2093719,element_193.json,0,0.2093719,0,0.2093719,0,0
194,mortar,81.0395404,19.6069828,0.2093719,element_194.json,0,0.2093719,0,0.2093719,0,0
195,mortar,58.9604596,19.6069828,0.2093719,element_195.json,0,0.2093719,0,0.2093719,0,0
196,mortar,41.0395404,19.6069828,0.2093719,element_196.json,0,0.2093719,0,0.2093719,0,0
197,mortar,31.0395404,19.6069828,0.2093719,element_197.json,0,0.2093719,0,0.2093719,0,0
198,mortar,51.0395404,19.6069828,0.2093719,element_198.json,0,0.2093719,0,0.2093719,0,0
199,mortar,21.0395404,19.6069828,0.2093719,element_199.json,0,0.2093719,0,0.2093719,0,0
200,mortar,11.0395404,19.6069828,0.2093719,element_200.json,0,0.2093719,0,0.2093719,0,0
201,mortar,91.0395404,19.6069828,0.2093719,element_201.json,0,0.2093719,0,0.2093719,0,0
202,mortar,51.5742106,20.2174370,0.2251442,element_202.json,0,0.2251442,0,0.2251442,0,0
203,mortar,41.5742106,20.2174370,0.2251442,element_203.json,0,0.2251442,0,0.2251442,0,0
204,mortar,58.4257894,20.2174370,0.2251442,element_204.json,0,0.2251442,0,0.2251442,0,0
205,mortar,31.5742106,20.2174370,0.2251442,element_205.json,0,0.2251442,0,0.2251442,0,0
206,mortar,21.5742106,20.2174370,0.2251442,element_206.json,0,0.2251442,0,0.2251442,0,0
207,mortar,11.5742106,20.2174370,0.2251442,element_207.json,0,0.2251442,0,0.2251442,0,0
208,mortar,91.5742106,20.2174370,0.2251442,element_208.json,0,0.2251442,0,0.2251442,0,0
209,mortar,71.5742106,20.2174370,0.2251442,element_209.json,0,0.2251442,0,0.2251442,0,0
210,mortar,81.5742106,20.2174370,0.2251442,element_210.json,0,0.2251442,0,0.2251442,0,0
211,mortar,69.4750675,20.3071862,0.3584565,element_211.json,0,0.3584565,0,0.3584565,0,0
212,mortar,60.5249325,20.3071862,0.3584565,element_212.json,0,0.3584565,0,0.3584565,0,0
213,mortar,49.4750675,20.3071862,0.3584565,element_213.json,0,0.3584565,0,0.3584565,0,0
214,mortar,39.4750675,20.3071862,0.3584565,element_214.json,0,0.3584565,0,0.3584565,0,0
215,mortar,9.4750675,20.3071862,0.3584565,element_215.json,0,0.3584565,0,0.3584565,0,0
216,mortar,29.4750675,20.3071862,0.3584565,element_216.json,0,0.3584565,0,0.3584565,0,0
217,mortar,19.4750675,20.3071862,0.3584565,element_217.json,0,0.3584565,0,0.3584565,0,0
218,mortar,79.4750675,20.3071862,0.3584565,element_218.json,0,0.3584565,0,0.3584565,0,0
219,mortar,89.4750675,20.3071862,0.3584565,element_219.json,0,0.3584565,0,0.3584565,0,0
220,mortar,38.9170084,21.0785512,0.2538429,element_220.json,0,0.2538429,0,0.2538429,0,0
221,mortar,61.0829916,21.0785512,0.2538429,element_221.json,0,0.2538429,0,0.2538429,0,0
222,mortar,28.9170084,21.0785512,0.2538429,element_222.json,0,0.2538429,0,0.2538429,0,0
223,mortar,18.9170084,21.0785512,0.2538429,element_223.json,0,0.2538429,0,0.2538429,0,0
224,mortar,8.9170084,21.0785512,0.2538429,element_224.json,0,0.2538429,0,0.2538429,0,0
225,mortar,48.9170084,21.0785512,0.2538429,element_225.json,0,0.2538429,0,0.2538429,0,0
226,mortar,68.9170084,21.0785512,0.2538429,element_226.json,0,0.2538429,0,0.2538429,0,0
227,mortar,78.9170084,21.0785512,0.2538429,element_227.json,0,0.2538429,0,0.2538429,0,0
228,mortar,88.9170084,21.0785512,0.2538429,element_228.json,0,0.2538429,0,0.2538429,0,0
229,mortar,90.5036944,18.6714617,0.2571925,element_229.json,0,0.2571925,0,0.2571925,0,0
230,mortar,80.5036944,18.6714617,0.2571925,element_230.json,0,0.2571925,0,0.2571925,0,0
231,mortar,50.5036944,18.6714617,0.2571925,element_231.json,0,0.2571925,0,0.2571925,0,0
232,mortar,30.5036944,18.6714617,0.2571925,element_232.json,0,0.2571925,0,0.2571925,0,0
233,mortar,40.5036944,18.6714617,0.2571925,element_233.json,0,0.2571925,0,0.2571925,0,0
234,mortar,20.5036944,18.6714617,0.2571925,element_234.json,0,0.2571925,0,0.2571925,0,0
235,mortar,10.5036944,18.6714617,0.2571925,element_235.json,0,0.2571925,0,0.2571925,0,0
236,mortar,70.5036944,18.6714617,0.2571925,element_236.json,0,0.2571925,0,0.2571925,0,0
237,mortar,59.4963056,18.6714617,0.2571925,element_237.json,0,0.2571925,0,0.2571925,0,0
238,mortar,3.0833333,19.0833333,0.2500000,element_238.json,0,0.2500000,0,0.2500000,0,0
239,mortar,4.0833333,18.0833333,0.2500000,element_239.json,0,0.2500000,0,0.2500000,0,0
240,mortar,5.9166667,18.0833333,0.2500000,element_240.json,0,0.2500000,0,0.2500000,0,0
241,mortar,6.9166667,19.0833333,0.2500000,element_241.json,0,0.2500000,0,0.2500000,0,0
242,mortar,13.0953837,19.0849656,0.2397380,element_242.json,0,0.2397380,0,0.2397380,0,0
243,mortar,14.0833333,18.0833333,0.2500000,element_243.json,0,0.2500000,0,0.2500000,0,0
244,mortar,15.9166667,18.0833333,0.2500000,element_244.json,0,0.2500000,0,0.2500000,0,0
245,mortar,16.9166667,19.0833333,0.2500000,element_245.json,0,0.2500000,0,0.2500000,0,0
246,mortar,23.0953837,19.0849656,0.2397380,element_246.json,0,0.2397380,0,0.2397380,0,0
247,mortar,24.0833333,18.0833333,0.2500000,element_247.json,0,0.2500000,0,0.2500000,0,0
248,mortar,25.9166667,18.0833333,0.2500000,element_248.json,0,0.2500000,0,0.2500000,0,0
249,mortar,26.9166667,19.0833333,0.2500000,element_249.json,0,0.2500000,0,0.2500000,0,0
250,mortar,33.0953837,19.0849656,0.2397380,element_250.json,0,0.2397380,0,0.2397380,0,0
251,mortar,34.0833333,18.0833333,0.2500000,element_251.json,0,0.2500000,0,0.2500000,0,0
252,mortar,35.9166667,18.0833333,0.2500000,element_252.json,0,0.2500000,0,0.2500000,0,0
253,mortar,36.9166667,19.0833333,0.2500000,element_253.json,0,0.2500000,0,0.2500000,0,0
254,mortar,43.0953837,19.0849656,0.2397380,element_254.json,0,0.2397380,0,0.2397380,0,0
255,mortar,44.0833333,18.0833333,0.2500000,element_255.json,0,0.2500000,0,0.2500000,0,0
256,mortar,45.9166667,18.0833333,0.2500000,element_256.json,0,0.2500000,0,0.2500000,0,0
257,mortar,46.9166667,19.0833333,0.2500000,element_257.json,0,0.2500000,0,0.2500000,0,0
258,mortar,53.0953837,19.0849656,0.2397380,element_258.json,0,0.2397380,0,0.2397380,0,0
259,mortar,54.0833333,18.0833333,0.2500000,element_259.json,0,0.2500000,0,0.2500000,0,0
260,mortar,55.9166667,18.0833333,0.2500000,element_260.json,0,0.2500000,0,0.2500000,0,0
261,mortar,56.9046163,19.0849656,0.2397380,element_261.json,0,0.2397380,0,0.2397380,0,0
262,mortar,63.0833333,19.0833333,0.2500000,element_262.json,0,0.2500000,0,0.2500000,0,0
263,mortar,64.0833333,18.0833333,0.2500000,element_263.json,0,0.2500000,0,0.2500000,0,0
264,mortar,65.9166667,18.0833333,0.2500000,element_264.json,0,0.2500000,0,0.2500000,0,0
265,mortar,66.9166667,19.0833333,0.2500000,element_265.json,0,0.2500000,0,0.2500000,0,0
266,mortar,73.0953837,19.0849656,0.2397380,element_266.json,0,0.2397380,0,0.2397380,0,0
267,mortar,74.0833333,18.0833333,0.2500000,element_267.json,0,0.2500000,0,0.2500000,0,0
268,mortar,75.9166667,18.0833333,0.2500000,element_268.json,0,0.2500000,0,0.2500000,0,0
269,mortar,76.9166667,19.0833333,0.2500000,element_269.json,0,0.2500000,0,0.2500000,0,0
270,mortar,83.0953837,19.0849656,0.2397380,element_270.json,0,0.2397380,0,0.2397380,0,0
271,mortar,84.0833333,18.0833333,0.2500000,element_271.json,0,0.2500000,0,0.2500000,0,0
272,mortar,85.9166667,18.0833333,0.2500000,element_272.json,0,0.2500000,0,0.2500000,0,0
273,mortar,86.9166667,19.0833333,0.2500000,element_273.json,0,0.2500000,0,0.2500000,0,0
274,mortar,93.0953837,19.0849656,0.2397380,element_274.json,0,0.2397380,0,0.2397380,0,0
275,mortar,94.0833333,18.0833333,0.2500000,element_275.json,0,0.2500000,0,0.2500000,0,0
276,mortar,95.9166667,18.0833333,0.2500000,element_276.json,0,0.2500000,0,0.2500000,0,0
